"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83"
"80",17,17,13,7,4,9,9,7,9,2,12,13,17,2,13,13,13,12,9,2,13,2,13,15,8,13,13,4,4,13,13,13,7,8,15,15,5,9,12,17,15,9,4,12,7,7,4,7,4,2,17,4,2,13,7,2,4,4,14,7,4,9,5,5,9,9,4,5,12,17,12,9,15,16,14,12,16,4,15,4,3,3,16
"81",13,12,8,6,11,2,2,6,2,6,3,8,13,15,8,8,8,3,2,15,8,1,8,14,12,8,8,5,17,8,8,15,6,12,14,14,16,2,17,12,14,2,11,15,6,6,9,6,17,1,13,11,1,8,6,1,11,17,5,6,9,2,16,16,2,2,17,16,3,13,6,2,14,6,5,16,5,11,6,11,7,7,6
"82",18,3,17,8,1,2,2,8,2,8,3,17,18,8,17,17,17,3,2,8,17,18,17,7,1,17,17,1,1,17,17,2,8,1,7,7,11,2,18,3,7,2,1,7,8,8,1,8,1,18,18,1,14,17,8,14,1,1,16,8,1,2,11,11,2,2,1,11,3,18,8,2,7,8,16,11,8,1,7,1,4,4,8
"83",6,16,15,18,16,13,13,18,13,18,11,15,6,1,15,15,15,11,13,1,15,3,15,19,9,15,15,4,8,15,15,16,18,9,19,19,14,13,7,16,19,13,16,10,18,18,16,18,8,3,6,16,3,15,18,3,16,8,4,18,16,13,14,14,13,13,8,14,11,6,18,13,19,18,4,7,18,16,19,16,5,5,18
"84",3,6,8,2,1,4,4,2,4,2,5,8,3,9,8,8,8,5,4,9,8,8,8,2,1,8,8,1,1,8,8,9,2,1,2,3,9,4,2,6,2,4,1,7,2,2,1,2,1,3,3,1,7,8,2,7,1,1,7,2,1,4,9,9,4,4,1,9,5,3,2,4,2,2,7,9,2,1,2,1,5,5,2
"85",15,9,6,13,16,10,10,13,10,13,25,6,15,28,6,6,6,25,10,28,6,21,6,19,27,6,6,7,1,6,6,3,13,27,19,19,29,10,1,9,19,10,16,16,13,13,7,13,1,21,15,16,25,6,13,25,16,1,7,13,7,10,29,29,10,10,1,29,25,15,13,10,19,13,7,29,13,16,19,16,26,26,13
"86",14,11,6,11,3,7,7,11,7,11,6,6,14,12,6,6,6,6,7,12,6,12,6,15,3,6,6,13,1,6,6,13,11,3,15,15,1,7,1,11,15,7,3,7,11,11,1,11,1,12,14,3,4,6,11,4,3,1,13,11,1,7,1,1,7,7,1,1,6,14,11,7,15,11,13,1,11,3,15,3,10,10,11
"87",16,12,6,18,26,22,22,18,22,6,15,6,16,17,6,6,6,15,22,17,6,6,6,1,2,6,6,21,21,6,6,10,18,2,1,1,11,22,21,12,1,22,26,23,18,18,26,18,21,7,16,26,7,6,18,7,26,21,19,18,26,22,11,11,22,22,21,11,15,16,18,22,1,19,19,8,19,26,1,26,9,9,19
"88",5,5,7,6,3,13,13,6,13,7,8,7,5,2,7,7,7,8,13,2,7,7,7,5,9,3,7,3,3,7,7,11,6,9,5,5,11,13,11,5,5,13,3,6,6,6,3,6,3,10,5,3,10,7,6,10,3,3,11,6,3,13,11,11,13,13,3,11,8,5,6,13,5,2,11,11,2,3,6,3,4,4,2
"89",6,5,37,31,11,15,15,31,15,31,33,37,6,39,37,37,37,33,15,39,37,21,37,32,13,37,37,5,34,37,37,1,31,13,32,32,35,15,34,5,32,15,11,7,31,31,9,31,34,21,6,11,21,37,31,21,11,34,5,31,9,15,35,35,15,15,34,35,33,6,31,15,32,31,5,8,31,11,32,11,11,11,31
"90",1,15,7,14,20,23,23,14,23,14,21,7,1,25,7,7,7,21,23,25,7,7,7,13,10,7,7,20,25,7,7,1,14,10,13,13,3,23,25,15,13,23,20,26,14,14,20,14,25,10,1,20,5,7,14,5,20,25,20,14,20,23,3,3,23,23,25,3,21,1,14,23,13,14,20,19,20,20,13,20,26,26,14
"91",7,2,9,8,2,12,12,8,12,8,13,9,7,5,9,9,9,13,12,5,9,9,9,4,1,9,9,3,10,9,9,5,8,1,4,4,10,12,10,2,4,12,2,11,8,8,2,8,10,5,7,2,5,9,8,5,2,10,3,8,2,12,10,10,12,12,10,10,13,7,8,12,4,8,3,10,3,2,8,2,13,13,8
"92",18,5,11,15,8,4,4,15,4,15,11,11,18,10,11,11,11,11,4,10,11,7,11,16,6,11,11,20,7,11,11,24,15,6,16,16,26,4,7,5,16,4,8,21,15,15,8,15,7,7,18,8,7,11,15,7,8,7,20,15,8,4,26,26,4,4,7,26,11,18,15,4,16,15,20,26,15,8,16,8,5,5,15
"93",5,26,10,8,23,19,19,8,19,8,18,10,5,8,10,10,10,18,19,8,10,28,10,3,6,10,10,16,7,10,10,22,8,6,3,3,7,19,15,26,3,19,23,28,8,8,14,8,7,28,5,23,28,10,8,28,23,7,16,8,14,19,7,7,19,19,7,7,18,5,8,19,3,8,16,15,16,23,8,23,25,25,8
"94",1,31,6,33,25,27,27,33,27,33,1,6,1,33,6,6,6,1,27,33,11,11,11,3,10,25,6,25,25,11,11,10,33,10,3,3,32,27,25,31,3,27,25,19,33,33,25,33,25,11,1,25,16,11,33,16,25,25,3,33,25,27,32,32,27,27,25,32,1,1,33,27,3,33,3,7,3,25,33,25,2,2,33
"95",1,6,25,21,3,13,13,21,13,21,18,25,1,22,25,25,25,18,13,22,25,22,25,23,2,25,25,19,9,25,25,10,21,2,23,9,17,13,9,6,23,13,3,5,21,21,3,21,9,22,1,3,22,25,21,22,3,9,19,21,3,13,17,17,13,13,9,17,18,1,21,13,23,21,19,17,21,3,23,3,23,23,21
"96",2,20,11,6,13,21,21,6,21,6,15,11,2,19,11,11,11,15,21,19,11,11,11,8,3,11,11,3,3,11,11,1,6,3,8,8,20,21,3,20,8,21,13,5,6,6,23,6,3,11,2,13,20,11,6,20,13,3,13,6,23,21,20,20,21,21,3,20,15,2,6,21,8,6,3,20,6,13,6,13,14,14,6
"97",27,17,6,3,10,9,9,3,9,3,12,6,27,4,6,6,6,12,9,4,6,11,6,19,8,6,6,8,12,6,6,26,3,8,19,19,27,9,12,17,19,9,10,4,3,3,10,3,12,11,27,10,11,6,3,11,10,12,8,3,10,9,27,27,9,9,12,27,12,27,3,9,19,3,8,21,3,10,19,10,20,20,3
"98",35,13,14,22,31,2,2,22,2,22,20,14,35,8,14,14,14,20,2,8,14,14,14,3,6,14,14,32,30,14,14,7,22,6,3,3,18,2,30,13,3,2,31,12,22,22,31,22,30,36,35,31,36,14,22,36,31,30,32,22,31,2,18,18,2,2,30,18,20,35,22,2,3,22,32,19,22,31,3,31,15,15,22
"99",21,22,9,36,38,24,24,36,24,36,31,9,21,14,9,9,9,31,24,14,9,22,9,37,19,9,9,16,27,9,9,38,36,19,37,37,14,24,34,22,37,24,38,37,36,36,38,36,27,22,21,38,10,9,36,10,38,27,16,36,38,24,14,14,24,24,27,14,31,21,36,24,37,36,16,34,16,38,36,38,35,35,36
"100",1,12,13,12,14,4,4,12,4,12,20,13,1,12,13,13,13,20,4,12,13,13,13,15,10,13,13,9,1,13,13,9,12,10,15,1,7,4,1,12,15,4,14,17,12,12,8,12,1,14,1,14,14,13,12,14,14,1,9,12,8,4,7,7,4,4,1,7,20,1,12,4,15,12,9,7,9,14,15,14,6,6,12
