"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118"
"56",8,3,1,11,1,7,7,3,3,3,2,6,7,1,8,3,8,1,7,3,11,6,7,11,3,9,7,7,2,6,11,6,9,3,2,3,1,3,3,1,2,2,2,2,1,3,11,8,7,2,1,8,1,6,8,6,8,3,1,1,8,11,3,3,1,6,1,6,3,11,1,10,8,7,9,6,6,10,1,7,6,6,6,10,6,7,9,1,7,2,7,6,6,1,3,6,2,8,8,3,6,3,3,1,7,1,6,6,10,3,2,1,9,6,9,2,6,7
"57",13,11,1,9,1,10,10,11,16,11,5,6,10,5,13,11,13,5,5,16,9,6,10,9,11,11,10,10,12,6,9,6,6,11,12,11,1,16,11,1,12,12,12,12,1,11,9,13,10,12,1,13,1,6,13,6,13,11,1,1,13,9,11,11,1,9,1,6,9,9,1,2,13,10,6,4,4,2,1,10,6,6,6,2,6,10,6,5,5,16,5,4,4,1,11,4,12,13,13,6,4,11,16,1,10,1,6,6,2,16,12,5,6,4,4,4,4,5
"58",8,1,17,6,17,12,12,1,1,1,6,5,12,5,8,1,8,5,3,6,6,5,16,6,1,9,16,16,14,5,6,5,9,6,14,1,17,6,1,17,14,5,14,14,17,1,1,8,12,14,17,8,17,5,8,5,8,1,17,17,8,6,1,1,17,17,17,5,6,6,17,14,8,12,9,10,17,14,17,10,5,5,5,14,5,10,9,5,3,6,3,10,17,17,1,17,14,8,8,5,17,1,6,17,10,17,5,5,14,6,14,5,9,17,9,17,10,3
"59",3,2,9,2,9,8,8,2,7,2,1,6,8,9,3,2,3,9,8,7,2,6,8,2,2,1,3,8,5,6,2,6,1,2,5,2,9,7,2,9,5,6,5,5,9,2,2,3,8,5,9,3,9,6,3,6,3,2,9,9,3,2,2,2,9,6,9,6,2,2,9,5,3,8,1,7,8,5,9,8,6,6,6,5,6,8,1,9,7,7,7,7,8,9,2,8,5,3,3,6,8,2,7,9,6,9,6,6,5,7,5,9,1,8,1,5,7,7
"60",8,11,5,11,5,10,10,11,11,11,9,12,10,3,8,11,8,3,10,12,11,12,3,11,11,6,3,3,9,12,11,12,6,11,9,11,5,12,11,5,9,9,9,9,5,11,11,8,10,9,5,8,5,12,8,12,8,11,5,5,8,11,11,11,5,3,5,12,11,11,5,9,8,10,6,8,3,9,5,1,12,12,12,9,12,1,6,3,10,12,10,8,3,5,11,3,9,8,8,12,3,11,12,5,1,5,12,12,9,12,9,3,6,3,6,3,8,10
"61",10,1,7,10,7,5,5,1,4,1,3,2,5,1,10,1,10,1,5,4,10,2,4,10,1,11,4,4,3,2,10,2,11,10,3,1,7,4,1,7,3,3,3,3,7,1,1,10,5,3,7,10,10,2,10,2,10,1,7,7,10,10,1,1,7,2,7,2,4,10,7,14,10,5,11,4,5,14,7,5,2,2,2,14,2,5,11,1,5,4,5,4,5,7,1,5,3,10,10,2,5,1,4,7,2,7,2,2,14,4,3,1,11,5,11,3,4,5
"62",16,18,8,11,8,9,9,18,18,18,18,17,9,1,16,18,16,1,13,11,11,17,9,11,18,15,9,9,19,17,11,17,15,18,19,18,8,11,18,8,19,17,19,19,8,18,18,16,9,19,8,16,8,17,16,17,16,18,8,8,16,11,18,18,8,1,8,17,11,11,8,19,16,9,15,15,1,19,8,5,17,17,17,19,17,5,15,1,13,11,13,15,1,8,18,1,19,16,16,17,1,18,11,8,5,8,17,17,19,11,19,1,15,1,15,1,15,13
"63",4,7,13,1,13,9,9,7,1,7,3,5,9,2,4,7,4,2,10,1,1,5,2,1,7,11,2,2,14,5,1,5,11,1,14,7,13,1,7,13,14,14,14,14,13,7,1,4,9,14,13,4,13,5,4,5,4,7,13,13,4,1,7,7,13,1,13,5,1,1,13,4,4,9,11,11,7,4,13,9,5,5,5,4,5,9,11,2,10,14,10,11,7,13,7,7,14,4,4,5,7,7,1,13,9,13,5,5,14,1,14,2,11,7,11,14,11,10
"64",16,12,2,7,2,10,10,12,12,12,15,1,10,5,16,12,16,5,10,16,7,1,8,7,12,4,8,8,6,1,7,1,4,12,14,12,2,16,12,2,14,14,14,14,2,12,7,16,10,6,2,16,2,1,16,1,16,12,2,2,16,7,12,12,2,7,2,1,7,7,2,9,16,10,4,5,10,9,2,10,1,1,1,9,1,10,4,5,9,16,5,5,10,2,12,10,6,16,16,1,10,12,16,2,1,2,1,1,9,16,6,5,4,10,4,14,5,9
"65",13,1,16,14,16,11,11,1,3,1,1,15,11,5,13,1,13,5,11,3,14,15,13,14,1,17,13,13,18,15,14,15,17,1,18,1,16,3,1,16,18,18,18,18,16,1,14,13,11,18,16,13,16,15,13,15,13,1,16,16,13,14,1,1,16,16,16,15,14,14,16,6,13,11,17,5,16,6,16,10,15,15,15,6,15,10,17,5,11,3,5,5,16,16,1,16,18,13,13,15,16,1,3,16,10,16,15,15,6,3,18,5,17,16,17,16,5,11
"66",14,17,13,17,13,4,4,17,2,17,6,8,4,11,14,17,14,11,4,2,17,8,14,17,17,17,14,14,3,8,17,8,4,17,3,17,13,2,17,13,3,3,3,3,13,17,17,14,4,3,13,14,13,8,14,8,14,17,13,13,14,17,17,17,13,6,13,8,17,17,13,10,14,4,4,2,6,10,13,4,8,8,8,10,8,4,4,11,4,2,4,2,6,13,17,6,3,14,14,8,6,17,2,13,8,13,8,8,10,2,3,11,8,6,6,6,2,4
"67",5,19,14,13,14,10,10,19,11,19,15,8,10,6,5,19,5,6,16,11,13,8,18,13,19,2,18,18,15,8,13,8,2,19,15,19,14,11,19,14,15,15,15,15,14,19,13,5,10,15,14,5,14,8,5,8,5,19,14,14,5,13,19,19,14,13,14,8,13,13,14,3,5,10,2,18,16,3,14,10,8,8,8,3,8,10,2,6,11,11,6,18,16,14,19,16,15,5,5,8,16,19,11,14,10,14,8,8,3,11,15,6,2,16,2,16,18,11
"68",11,16,4,9,4,10,10,16,16,16,12,7,10,11,11,16,11,11,3,9,9,7,15,9,16,2,15,15,8,7,9,7,2,9,8,16,4,9,16,4,8,11,8,8,4,16,16,11,10,8,4,11,4,7,11,7,11,16,4,4,11,9,16,16,4,15,4,7,9,9,4,6,11,10,2,9,15,6,4,10,7,7,7,6,7,10,2,11,3,8,11,9,15,4,16,15,8,11,11,7,15,16,9,4,10,4,7,7,6,9,8,11,2,15,2,15,16,3
"69",11,11,5,7,5,21,21,11,4,11,11,23,21,24,24,11,11,24,2,4,7,23,16,7,11,3,16,16,8,23,7,23,3,11,8,11,5,4,11,5,8,23,8,8,5,11,7,11,21,8,5,11,5,23,7,23,11,11,5,5,11,7,11,11,5,7,5,23,7,7,5,8,11,21,3,12,3,8,5,21,23,23,23,8,23,21,3,24,2,4,12,12,3,5,11,3,8,11,11,23,3,11,4,5,21,5,23,23,8,4,8,24,3,3,3,3,12,2
"70",5,8,10,8,10,3,3,8,8,8,8,16,3,11,5,8,5,11,12,16,8,16,7,8,8,4,7,7,11,16,8,16,4,8,11,8,10,16,8,10,11,11,11,11,10,8,8,5,3,11,10,5,10,16,5,16,5,8,10,10,5,8,8,8,10,9,10,16,8,8,10,11,5,3,4,2,9,11,10,9,16,16,16,11,16,9,4,11,12,16,12,2,9,10,8,9,11,5,5,16,9,8,16,10,9,10,16,16,11,16,11,11,4,9,4,9,2,12
"71",1,1,8,2,8,7,7,1,2,1,2,5,7,2,2,1,1,2,7,2,2,5,6,2,1,10,6,6,4,5,2,5,10,2,4,1,8,2,1,8,4,4,4,4,8,1,2,1,7,4,8,1,8,5,1,5,1,1,8,8,1,2,1,1,8,5,8,5,2,2,8,3,1,7,10,7,7,3,8,7,5,5,5,3,5,7,10,2,8,4,7,7,7,8,1,7,4,1,1,5,7,1,2,8,5,8,5,5,3,2,4,2,10,7,10,4,1,5
"72",3,13,10,16,10,14,14,13,13,13,8,12,14,16,3,13,3,16,7,12,16,12,9,16,13,4,9,9,15,12,16,12,4,13,8,13,10,12,13,10,8,8,8,8,10,13,16,3,14,15,10,3,10,12,3,12,3,13,10,10,3,16,13,13,10,1,10,12,12,16,10,11,3,14,4,1,1,11,10,14,12,12,12,11,12,14,4,16,7,12,7,1,1,10,13,1,15,3,3,12,1,13,12,10,14,10,12,12,11,12,15,16,4,1,4,1,1,7
"73",6,10,8,10,8,7,7,10,3,10,9,1,7,7,7,10,6,7,12,3,10,1,7,10,10,10,7,7,5,1,10,1,6,10,5,10,8,3,10,8,5,1,5,5,8,10,10,6,7,5,8,6,8,1,6,1,6,10,8,8,6,10,10,10,8,2,8,1,10,10,8,5,6,7,6,12,2,5,8,7,1,1,1,5,1,7,6,7,12,3,12,12,2,8,10,2,5,6,6,1,2,10,3,8,1,8,1,1,5,3,5,7,1,2,2,2,12,12
"74",19,11,5,16,5,14,14,11,11,11,4,2,14,10,19,11,19,10,10,11,16,2,6,16,11,1,6,6,6,2,16,2,1,11,9,11,5,11,11,5,9,9,9,9,5,11,16,19,14,6,5,19,5,2,19,2,19,11,5,5,19,16,11,11,5,7,5,2,11,16,5,14,19,14,1,17,7,14,5,14,2,2,2,14,2,14,1,10,10,9,10,17,7,5,11,7,6,19,19,2,7,11,11,5,14,5,2,2,7,11,6,10,1,7,1,7,17,10
"75",10,9,8,2,8,3,3,9,2,9,10,5,3,13,10,9,10,13,3,2,2,5,6,2,9,13,6,6,4,5,2,5,13,2,4,9,8,2,9,8,4,5,4,4,8,9,2,10,11,4,8,10,8,5,10,5,10,9,8,8,10,2,9,9,8,2,8,5,2,2,8,4,10,11,13,9,11,4,8,11,5,5,5,4,5,11,13,13,8,2,3,9,11,8,9,11,4,10,10,5,11,9,2,8,11,8,5,5,4,2,4,13,13,11,13,11,9,11
"76",1,4,9,3,9,6,6,4,3,4,6,5,6,2,1,4,1,2,7,3,3,5,1,3,4,3,1,1,2,5,3,5,3,3,2,4,9,3,4,9,2,2,2,2,9,4,3,1,6,2,9,1,9,5,1,5,1,4,9,9,1,3,4,4,9,3,9,5,3,3,9,2,1,6,3,6,4,2,9,6,5,5,5,2,5,6,3,2,7,5,6,6,4,9,4,4,2,1,1,5,4,4,3,9,6,9,5,5,2,3,2,2,3,4,3,4,6,7
"77",3,4,6,1,6,7,7,4,2,4,5,8,7,1,3,4,3,1,7,2,1,8,4,1,4,4,4,4,5,8,1,8,8,4,5,4,6,2,4,6,5,3,5,5,6,4,1,3,7,5,6,3,6,8,3,8,3,4,6,6,3,1,4,4,6,6,6,8,1,1,6,5,3,7,8,2,6,5,6,7,8,8,8,5,8,7,8,1,7,2,7,2,6,6,4,6,5,3,3,8,6,4,2,6,7,6,8,8,5,2,5,1,8,6,8,6,2,7
"78",3,8,3,9,3,5,5,8,4,8,8,2,5,10,10,8,3,10,5,4,9,2,9,9,8,11,9,9,6,2,9,2,11,8,6,8,3,4,8,3,6,10,6,6,3,8,9,6,5,6,3,3,3,2,3,2,3,8,3,3,3,9,8,8,3,9,3,2,9,9,3,6,3,5,11,2,5,6,3,5,2,2,2,6,2,5,11,10,5,4,5,2,5,3,8,5,6,3,3,2,5,8,4,3,2,3,2,2,6,4,6,10,11,5,11,6,2,5
"79",12,9,10,11,10,3,3,9,9,9,13,4,3,4,12,9,12,4,5,11,11,4,12,11,9,6,12,12,13,4,11,4,6,11,13,9,10,11,9,10,13,4,13,13,10,9,9,12,3,13,10,12,10,4,12,4,12,9,10,10,12,11,9,9,10,6,10,4,11,11,10,1,12,3,6,1,6,1,10,3,4,4,4,1,4,3,6,4,5,11,5,1,6,10,9,6,13,12,12,4,6,9,11,10,3,10,4,4,1,11,13,4,6,6,6,6,1,5
"80",12,13,7,19,7,2,2,13,1,13,15,21,2,19,12,13,12,19,10,1,19,21,14,19,13,3,14,14,8,21,19,21,3,13,18,13,7,1,13,7,18,18,18,18,7,13,19,12,2,8,7,12,7,21,12,21,12,13,7,7,12,19,13,13,7,6,7,21,1,19,7,4,12,2,3,4,6,4,7,2,21,21,21,4,21,2,3,19,10,1,10,4,6,7,13,6,8,12,12,21,6,13,1,7,2,7,21,21,6,1,8,19,3,6,3,6,4,10
"81",2,7,9,7,9,3,3,7,6,7,8,1,3,9,2,7,2,9,8,6,7,1,3,7,7,7,3,3,5,1,7,1,7,7,5,7,9,6,7,9,5,5,5,5,9,7,7,2,3,5,9,2,9,1,2,1,2,7,9,9,2,7,7,7,9,8,9,1,7,7,9,5,2,3,7,9,8,5,9,3,1,1,1,5,1,3,7,9,1,6,9,9,8,9,7,8,5,2,2,1,8,7,6,9,3,9,1,1,5,6,5,9,7,8,8,8,9,1
"82",7,21,12,8,12,17,17,21,10,21,1,18,17,22,7,21,7,22,3,10,8,18,17,8,21,21,17,17,13,18,8,18,21,21,13,21,12,10,21,12,13,18,13,13,12,21,8,7,17,13,12,7,12,18,7,18,7,21,12,12,7,8,21,21,12,23,12,18,8,8,12,13,7,17,21,2,23,13,12,17,18,18,18,13,18,17,21,22,3,10,2,2,23,12,21,23,13,7,7,18,23,21,10,12,17,12,18,18,13,10,13,22,21,23,23,23,2,3
"83",3,4,16,17,16,10,10,4,4,4,20,13,10,3,3,4,3,3,1,4,17,13,18,17,4,18,18,18,1,13,17,13,18,4,7,4,16,4,4,16,7,3,7,7,16,4,17,3,10,1,16,3,16,13,3,13,3,4,16,16,3,17,4,4,16,17,16,13,4,17,16,15,3,10,18,9,1,15,16,10,13,13,13,15,13,10,18,3,1,7,3,9,1,16,4,1,1,3,3,13,1,4,4,16,10,16,13,13,15,4,1,3,18,1,18,1,9,1
"84",16,14,4,13,4,6,6,14,14,14,3,10,6,16,16,14,16,16,6,14,13,10,12,13,14,2,12,12,1,10,13,10,2,14,1,14,4,14,14,4,1,16,1,1,4,14,13,16,6,1,4,16,4,10,16,10,16,14,4,4,16,13,14,14,4,10,4,10,14,13,4,1,16,6,2,3,10,1,4,6,10,10,10,1,10,6,2,16,6,1,6,3,10,4,14,10,1,16,16,14,10,14,14,4,6,4,10,10,1,14,1,16,2,10,2,1,3,6
"85",8,6,1,6,1,9,9,6,7,6,2,5,9,10,8,6,8,10,9,7,6,5,9,6,6,11,9,9,12,5,6,5,11,6,12,6,1,7,6,1,12,5,12,12,1,6,6,8,9,12,1,8,1,5,8,5,8,6,1,1,8,6,6,6,1,10,1,5,6,6,1,12,8,9,11,2,10,12,1,10,5,5,5,12,5,10,11,10,9,7,9,2,10,1,6,10,12,8,8,5,10,6,7,1,10,1,5,5,12,7,12,10,11,10,11,10,2,9
"86",9,3,16,11,16,4,4,3,3,3,22,20,4,18,9,3,9,18,4,3,11,20,14,11,3,11,14,14,7,20,11,20,11,3,10,3,16,3,3,16,10,10,10,10,16,3,11,9,4,7,16,9,16,20,9,20,9,3,16,16,9,11,3,3,16,11,16,20,3,11,16,11,9,4,11,8,4,11,16,4,20,20,20,11,20,4,11,18,18,10,18,8,4,16,3,4,7,9,9,20,4,3,3,16,20,16,20,20,10,3,7,18,11,4,11,10,8,18
"87",1,10,3,6,3,7,7,10,10,10,12,5,7,11,1,10,1,11,7,5,6,5,8,6,10,8,8,8,9,5,6,5,8,10,9,10,3,5,10,3,9,1,9,9,3,10,6,1,7,9,3,1,3,5,1,5,1,10,3,3,1,6,10,10,3,6,3,5,5,6,3,6,1,7,8,2,9,6,3,7,5,5,5,6,5,7,8,11,7,5,7,2,9,3,10,9,9,1,1,5,9,10,5,3,7,3,5,5,9,5,9,11,8,9,8,9,2,7
"88",19,5,14,5,14,6,6,5,5,5,17,20,6,7,19,5,19,7,16,5,5,20,4,5,5,8,4,4,4,20,5,20,8,5,15,5,14,5,5,14,15,15,15,15,14,5,5,19,6,4,14,19,14,20,19,20,19,5,14,14,19,5,5,5,14,16,14,20,5,5,14,18,19,6,8,17,16,18,14,2,20,20,20,18,20,2,8,7,16,15,7,17,16,14,5,16,4,19,19,20,16,5,5,14,2,14,20,20,18,5,4,7,8,16,8,16,17,16
"89",20,11,5,8,5,17,17,11,13,11,1,18,17,4,20,11,20,4,7,13,8,18,14,8,11,12,14,14,2,18,8,18,12,11,21,11,5,13,11,5,21,21,21,21,5,11,8,20,17,2,5,20,5,18,20,18,20,11,5,5,20,8,11,11,5,8,5,18,8,8,5,3,20,17,12,1,16,3,5,17,18,18,18,3,18,17,12,4,7,13,7,1,16,5,11,16,2,20,20,18,16,11,13,5,17,5,18,18,3,13,2,4,12,16,12,16,1,7
"90",20,18,6,1,6,11,11,18,18,18,17,15,11,8,20,18,20,8,9,18,1,15,20,1,18,14,20,20,8,15,1,15,14,18,21,18,6,18,18,6,21,21,21,21,6,18,1,20,11,8,6,20,6,15,20,15,20,18,6,6,20,1,18,18,6,1,6,15,18,1,6,21,20,11,14,5,9,21,6,17,15,15,15,21,15,17,14,8,9,21,5,5,9,6,18,9,8,20,20,15,9,18,18,6,17,6,15,15,21,18,8,8,14,9,14,9,5,9
"91",9,4,8,9,8,12,12,4,4,4,2,3,12,3,3,4,9,3,1,3,9,3,11,9,4,5,11,11,10,3,9,8,5,4,10,4,8,3,4,8,10,3,10,10,8,4,4,9,12,10,8,9,9,3,9,3,9,4,8,8,9,9,4,4,8,5,8,3,3,9,8,12,9,12,5,2,5,12,8,12,3,3,3,12,3,12,5,3,1,3,1,2,5,8,4,5,10,9,9,3,5,4,3,8,12,8,3,3,5,3,10,3,5,5,5,5,2,1
"92",4,2,6,7,6,9,9,2,12,2,14,1,9,15,4,2,4,15,8,12,7,1,10,7,2,13,10,10,14,1,7,1,13,2,14,2,6,12,2,6,14,14,14,14,6,2,7,4,9,14,6,4,6,1,4,1,4,2,6,6,4,7,2,2,6,16,6,1,7,7,6,5,4,9,13,6,16,5,6,9,1,1,1,5,1,9,13,15,8,12,8,6,16,6,2,16,14,4,4,1,16,2,12,6,9,6,1,1,5,12,14,15,13,16,13,16,6,8
"93",2,3,7,3,7,12,12,3,3,3,13,14,12,6,2,3,2,6,12,3,3,14,4,3,3,5,4,4,13,14,3,14,5,3,13,3,7,3,3,7,13,13,13,13,7,3,3,2,12,13,7,2,7,14,2,14,2,3,7,7,2,3,3,3,7,10,7,14,3,3,7,5,2,12,5,12,10,5,7,9,14,14,14,5,14,9,5,6,12,13,12,12,10,7,3,10,13,2,2,14,10,3,3,7,9,7,14,14,10,3,13,6,5,10,10,10,12,12
"94",4,3,8,7,8,6,6,3,1,3,7,5,6,6,4,3,4,6,6,1,7,5,4,7,3,3,4,4,7,5,7,5,3,7,7,3,8,1,3,8,7,5,7,7,8,3,3,4,6,7,8,4,8,5,4,5,4,3,8,8,4,7,3,3,8,5,8,5,1,7,8,3,4,6,3,6,6,3,8,6,5,5,5,3,5,6,3,6,6,1,6,6,6,8,3,6,7,4,4,5,6,3,1,8,5,8,5,5,3,1,7,6,3,6,3,7,5,6
"95",5,5,11,1,11,13,13,5,1,5,15,3,13,11,11,5,5,11,13,1,1,3,13,1,5,12,13,13,15,3,1,3,12,5,15,5,11,1,5,11,15,15,15,15,11,5,1,5,13,15,11,5,11,3,1,3,5,5,11,11,5,1,5,5,11,14,11,3,1,1,11,13,5,13,12,12,14,13,11,13,3,3,3,13,3,13,12,11,13,1,13,12,14,11,5,14,15,5,5,3,14,5,1,11,3,11,3,3,14,1,15,11,12,14,12,14,5,13
"96",12,9,5,11,5,3,3,9,7,9,9,2,3,8,12,9,12,8,3,7,11,2,12,11,9,9,12,12,4,2,11,2,5,9,4,9,5,7,9,5,4,2,4,4,5,9,11,12,3,4,5,12,5,2,12,2,12,9,5,5,12,11,9,9,5,11,5,2,11,11,5,4,12,3,5,1,3,4,5,3,2,2,2,4,2,3,5,8,5,7,1,1,3,5,9,3,4,12,12,2,3,9,7,5,2,5,2,2,4,7,4,8,9,3,3,4,1,2
"97",13,19,14,3,14,23,23,19,21,19,17,1,23,4,13,19,13,4,12,21,3,1,7,3,19,17,7,7,4,1,3,1,17,19,6,19,14,21,19,14,6,6,6,6,14,19,3,13,23,4,14,13,14,1,13,1,13,19,14,14,13,3,19,19,14,3,14,1,3,3,14,17,13,23,17,16,12,17,14,23,1,1,1,17,1,23,17,4,12,21,16,16,12,14,19,12,4,13,13,1,12,19,21,14,23,14,1,1,12,21,4,4,17,12,12,12,16,12
"98",5,1,6,1,6,7,7,1,13,1,11,8,7,6,5,1,5,6,7,13,1,8,5,1,1,4,5,5,3,8,1,8,4,1,2,1,6,13,1,6,2,2,2,2,6,1,1,5,7,3,6,5,6,8,5,8,5,1,6,6,5,1,1,1,6,8,6,8,1,1,6,7,5,7,4,9,7,7,6,7,8,8,8,7,8,7,4,6,3,13,9,9,7,6,1,7,3,5,5,8,7,1,13,6,8,6,8,8,7,13,3,6,4,7,4,2,9,3
"99",4,8,5,6,5,12,12,8,8,8,4,10,12,4,4,8,4,4,12,7,6,10,9,6,8,6,9,9,11,10,6,10,6,8,11,8,5,7,8,5,11,4,11,11,5,8,6,4,12,11,5,4,5,10,4,10,4,8,5,5,4,6,8,8,5,6,5,10,6,6,5,11,4,12,6,9,7,11,5,12,10,10,10,11,10,12,6,4,12,7,12,9,7,5,8,7,11,4,4,10,7,8,7,5,12,5,10,10,11,7,11,4,6,7,6,7,9,12
"100",11,11,3,10,3,1,1,11,9,11,11,9,1,4,4,11,11,4,2,9,10,9,3,10,11,5,3,3,8,9,10,9,5,11,8,11,3,9,11,3,8,8,8,8,3,11,10,11,1,8,3,11,3,9,11,9,11,11,3,3,11,10,11,11,3,10,3,9,9,10,3,8,11,1,5,10,10,8,3,1,9,9,9,8,9,1,5,4,2,9,2,10,10,3,11,10,8,11,11,9,10,11,9,3,1,3,9,9,8,9,8,4,5,10,5,10,11,2
