"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102"
"65",2,1,2,2,1,1,2,2,2,5,6,5,7,2,2,2,2,5,6,6,6,1,1,2,7,7,5,2,2,2,2,2,5,2,1,5,7,2,6,6,6,7,9,1,2,7,5,5,5,2,1,5,7,2,5,6,2,7,7,2,2,5,1,5,1,2,2,1,6,7,7,6,6,7,1,1,7,6,2,6,2,7,6,6,7,2,6,2,2,2,2,2,2,1,5,1,2,6,2,1,2,7
"66",2,7,2,2,7,7,2,2,2,6,3,6,9,2,2,2,2,6,3,1,3,7,7,2,9,9,6,2,2,2,2,2,6,2,7,6,4,2,3,3,3,4,8,7,2,4,6,6,6,2,7,4,4,2,6,3,2,4,4,2,2,6,4,6,7,2,2,7,3,4,4,1,3,4,7,7,4,3,2,3,2,4,3,3,9,2,3,2,2,2,2,2,2,7,6,7,2,3,2,7,2,4
"67",6,5,6,6,5,5,6,6,6,3,9,3,4,6,6,6,6,3,9,8,8,5,5,6,4,4,3,6,6,6,6,6,3,6,5,3,4,6,9,9,3,4,2,5,6,4,3,3,3,6,5,5,4,6,5,3,6,4,4,6,6,3,5,3,5,6,6,5,9,4,4,8,9,4,5,5,4,9,6,9,6,4,9,9,4,6,9,6,6,6,6,6,6,5,3,5,6,3,6,5,6,4
"68",5,6,5,5,6,6,5,5,5,1,8,1,7,5,5,5,5,1,8,1,1,6,6,5,7,7,1,5,5,5,5,5,10,5,6,1,2,5,8,8,10,2,4,6,5,2,10,10,1,5,6,2,2,5,1,10,5,2,2,5,5,1,2,10,6,5,5,6,8,2,2,1,8,2,6,6,2,8,5,8,5,2,8,8,7,5,8,5,5,5,5,5,5,6,1,6,5,10,5,6,5,2
"69",1,2,1,1,2,2,1,1,1,10,9,10,8,1,1,1,1,10,9,5,5,2,2,1,8,8,10,1,1,1,1,1,3,1,2,10,6,1,9,9,3,6,5,2,1,6,3,3,3,1,2,10,6,1,10,5,1,6,6,1,1,10,6,3,2,1,1,2,9,6,6,5,9,6,2,2,6,9,1,9,1,6,9,9,8,1,9,1,1,1,1,1,1,2,10,2,1,5,1,2,1,6
"70",6,10,6,6,10,10,6,6,6,12,1,12,9,6,6,6,6,12,1,1,1,10,10,6,9,9,12,6,6,6,6,6,12,6,10,12,9,6,1,1,1,9,8,10,6,9,12,12,12,6,10,12,9,6,12,1,6,9,9,6,6,12,10,12,10,6,6,10,1,9,9,1,1,9,10,10,9,1,6,1,6,9,1,1,9,6,1,6,6,6,6,6,6,10,12,10,6,1,6,10,6,9
"71",10,3,10,10,3,3,10,10,10,8,1,8,6,10,10,10,10,8,1,1,1,3,3,10,6,6,8,10,10,10,10,10,8,10,3,8,7,10,7,1,1,7,3,3,10,7,8,8,8,10,3,7,7,10,8,1,10,7,7,10,10,8,7,8,3,10,10,3,1,7,7,1,1,7,3,3,7,1,10,1,10,7,1,1,6,10,7,10,10,10,10,10,10,3,8,3,10,1,10,3,10,7
"72",5,3,5,5,3,3,5,5,5,1,2,1,8,5,5,5,5,1,2,11,11,3,3,5,8,8,1,5,5,5,5,5,10,5,3,1,4,5,2,2,11,4,4,3,5,4,10,10,10,5,3,1,4,5,1,11,5,4,4,5,5,1,4,10,3,5,5,3,2,4,4,11,2,4,3,3,4,2,5,2,5,4,2,2,8,5,2,5,5,5,5,5,5,3,1,3,5,11,5,3,5,4
"73",3,4,3,3,4,4,3,3,3,5,2,5,11,3,3,3,3,5,2,2,2,4,4,3,11,11,5,3,3,3,3,3,5,3,4,5,6,3,2,2,8,6,9,4,3,6,5,5,5,3,4,6,6,3,5,8,3,6,6,3,3,5,6,5,4,3,3,4,2,6,6,2,2,6,4,4,6,2,3,2,3,6,2,2,11,3,2,3,3,3,3,3,3,4,5,4,3,8,3,4,3,6
"74",4,5,4,4,5,5,4,4,4,2,1,2,7,4,4,4,4,2,1,2,2,5,5,4,7,7,2,4,4,4,4,4,2,4,5,2,6,4,1,1,3,6,6,5,4,6,2,2,2,4,5,6,6,4,5,3,4,6,6,4,4,2,6,2,5,4,4,5,1,6,6,2,1,6,5,5,6,1,4,1,4,6,1,1,7,4,1,4,4,4,4,4,4,5,2,5,4,3,4,5,4,6
"75",7,8,7,7,8,8,7,7,7,4,11,4,5,7,7,7,7,4,11,11,11,8,8,7,5,5,4,7,7,7,7,7,6,7,8,4,9,7,11,11,6,9,10,8,7,9,6,6,4,7,8,4,9,7,4,6,7,9,9,7,7,4,9,6,8,7,7,8,11,9,9,11,11,9,8,8,9,11,7,11,7,9,11,11,5,7,11,7,7,7,7,7,7,8,4,8,7,6,7,8,7,9
"76",2,6,2,2,6,6,2,2,2,9,1,9,8,2,2,2,2,9,1,1,1,6,6,2,8,8,9,2,2,2,2,2,9,2,6,9,3,2,1,1,10,3,4,6,2,3,9,9,9,2,6,3,3,2,9,10,2,3,3,2,2,9,3,9,6,2,2,6,1,3,3,1,1,3,6,6,3,1,2,1,2,3,1,1,8,2,1,2,2,2,2,2,2,6,9,6,2,10,2,6,2,3
"77",3,5,3,3,5,5,3,3,3,9,12,9,4,3,3,3,3,9,12,7,7,5,5,3,4,4,9,3,3,3,3,3,9,3,5,9,6,3,12,12,9,6,3,5,3,6,9,9,9,3,5,6,6,3,9,2,3,6,6,3,3,9,6,9,5,3,3,5,12,6,6,7,12,6,5,5,6,12,3,12,3,6,12,12,4,3,12,3,3,3,3,3,3,5,9,5,3,2,3,5,3,6
"78",11,3,11,11,3,3,11,11,11,12,1,12,2,11,11,11,11,12,1,1,1,3,3,11,2,2,12,11,11,11,11,11,12,11,3,12,8,11,1,1,12,8,8,3,11,8,12,12,12,11,3,8,8,11,12,3,11,8,8,11,11,12,8,12,3,11,11,3,1,8,8,1,1,8,3,3,8,1,11,1,11,8,1,1,2,11,1,11,11,11,11,11,11,3,12,3,11,3,11,3,11,8
"79",2,4,2,2,4,4,2,2,2,5,7,5,3,2,2,2,2,5,7,7,7,4,4,2,3,3,5,2,2,2,2,2,5,2,4,5,6,2,7,7,3,6,8,4,2,6,5,5,5,2,4,6,6,2,5,3,2,6,6,2,2,5,6,5,4,2,2,4,7,6,6,7,7,6,4,4,6,7,2,7,2,6,7,7,3,2,7,2,2,2,2,2,2,4,5,4,2,3,2,4,2,6
"80",2,7,2,2,7,7,2,2,2,6,5,6,4,2,2,2,2,6,5,5,5,7,7,2,4,4,6,2,2,2,2,2,6,2,7,6,3,2,5,5,5,3,3,7,2,3,6,6,6,2,7,3,3,2,6,5,2,3,3,2,2,6,3,6,7,2,2,7,5,3,3,5,5,3,7,7,3,5,2,5,2,3,5,5,4,2,3,2,2,2,2,2,2,7,6,7,2,5,2,7,2,3
"81",3,4,3,3,4,4,3,3,3,1,2,1,6,3,3,3,3,1,2,5,5,4,4,3,6,6,1,3,3,3,3,3,1,3,4,1,6,3,2,2,1,6,1,4,3,6,1,1,1,3,4,1,6,3,1,5,3,6,6,3,3,1,4,1,4,3,3,4,2,6,6,5,2,6,4,4,6,2,3,2,3,6,2,2,6,3,2,3,3,3,3,3,3,4,1,4,3,5,3,4,3,6
"82",5,8,5,5,8,8,5,5,5,3,7,3,1,5,5,5,5,3,7,6,6,8,8,5,1,1,3,5,5,5,5,5,3,5,8,3,4,5,7,7,3,4,2,8,5,4,3,3,3,5,8,4,4,5,8,3,5,4,4,5,5,3,4,3,8,5,5,8,7,4,4,6,7,4,8,8,4,7,5,7,5,4,7,7,1,5,7,5,5,5,5,5,5,8,3,8,5,3,5,8,5,4
"83",3,7,3,3,7,7,3,3,3,1,4,1,5,3,3,3,3,1,4,4,1,7,7,3,5,5,1,3,3,3,3,3,1,3,7,1,8,3,4,4,1,8,4,7,3,8,1,1,1,3,7,8,8,3,7,1,3,8,8,3,3,1,8,1,7,3,3,7,4,8,8,4,4,8,7,7,8,4,3,4,3,8,4,4,5,3,4,3,3,3,3,3,3,7,1,7,3,1,3,7,3,8
"84",10,3,10,10,3,3,10,10,10,2,1,2,7,10,10,10,10,2,1,2,2,3,3,10,7,7,2,10,10,10,10,10,9,10,3,2,4,10,1,1,11,4,12,3,10,4,9,9,2,10,3,4,4,10,2,11,10,4,4,10,10,2,4,9,3,10,10,3,1,4,4,2,1,4,3,3,4,1,10,1,10,4,1,1,7,10,1,10,10,10,10,10,10,3,2,3,10,11,10,3,10,4
"85",3,6,3,3,6,6,3,3,3,2,7,2,1,3,3,3,3,2,7,8,8,6,6,3,1,1,2,3,3,3,3,3,2,3,6,2,1,3,7,7,2,1,1,6,3,1,2,2,2,3,6,2,1,3,2,8,3,1,1,3,3,2,6,2,6,3,3,6,7,1,1,8,7,1,6,6,1,7,3,7,3,1,7,7,1,3,7,3,3,3,3,3,3,6,2,6,3,8,3,6,3,1
"86",6,4,6,6,4,4,6,6,6,5,2,5,1,6,6,6,6,5,2,2,5,4,4,6,1,1,5,6,6,6,6,6,5,6,4,5,1,6,2,2,5,1,1,4,6,1,5,5,5,6,4,4,1,6,4,5,6,1,1,6,6,5,4,5,4,6,6,4,2,1,1,2,2,1,4,4,1,2,6,2,6,1,2,2,1,6,2,6,6,6,6,6,6,4,5,4,6,5,6,4,6,1
"87",2,1,2,2,1,1,2,2,2,4,5,4,3,2,2,2,2,4,5,5,5,1,1,2,3,3,4,2,2,2,2,2,4,2,1,4,7,2,7,5,5,7,6,1,2,7,4,4,4,2,1,7,7,2,4,5,2,7,7,2,2,4,7,4,1,2,2,1,5,7,7,5,5,7,1,1,7,5,2,5,2,7,5,5,3,2,7,2,2,2,2,2,2,1,4,1,2,5,2,1,2,7
"88",5,8,5,5,8,8,5,5,5,3,7,3,1,5,5,5,5,3,7,7,7,8,8,5,1,1,3,5,5,5,5,5,3,5,8,3,2,5,7,7,3,2,10,8,5,2,3,3,3,5,8,2,2,5,3,8,5,2,2,5,5,3,2,3,8,5,5,8,7,2,2,7,7,2,8,8,2,7,5,7,5,2,7,7,1,5,7,5,5,5,5,5,5,8,3,8,5,8,5,8,5,2
"89",10,1,10,10,1,1,10,10,10,8,4,8,7,10,10,10,10,8,4,11,11,1,1,10,7,7,8,10,10,10,10,10,3,10,1,8,12,10,4,4,3,12,1,1,10,12,3,3,11,10,1,8,12,10,8,3,10,12,12,10,10,8,12,3,1,10,10,1,4,12,12,11,4,12,1,1,12,4,10,4,10,12,4,4,7,10,4,10,10,10,10,10,10,1,8,1,10,3,10,1,10,12
"90",10,1,10,10,1,1,10,10,10,5,6,5,3,10,10,10,10,5,6,5,5,1,1,10,3,3,5,10,10,10,10,10,5,10,1,5,3,10,6,6,2,3,3,1,10,3,5,5,5,10,1,1,3,10,1,2,10,3,3,10,10,5,1,5,1,10,10,1,6,3,3,5,6,3,1,1,3,6,10,6,10,3,6,6,3,10,6,10,10,10,10,10,10,1,5,1,10,2,10,1,10,3
"91",11,9,11,11,9,9,11,11,11,12,5,12,9,11,11,11,11,12,5,1,1,9,9,11,9,9,12,11,11,11,11,11,12,11,9,12,3,11,5,5,12,3,7,9,11,3,12,12,12,11,9,3,3,11,12,10,11,3,3,11,11,12,3,12,9,11,11,9,5,3,3,1,5,3,9,9,3,5,11,5,11,3,5,5,9,11,5,11,11,11,11,11,11,9,12,9,11,10,11,9,11,3
"92",4,1,4,4,1,1,4,4,4,5,2,5,6,4,4,4,4,5,2,2,5,1,1,4,6,6,5,4,4,4,4,4,5,4,1,5,6,4,2,2,5,6,4,1,4,6,5,5,5,4,1,1,6,4,1,5,4,6,6,4,4,5,1,5,1,4,4,1,2,6,6,2,2,6,1,1,6,2,4,2,4,6,2,2,6,4,2,4,4,4,4,4,4,1,5,1,4,5,4,1,4,6
"93",1,4,1,1,4,4,1,1,1,5,3,5,6,1,1,1,1,5,3,5,5,4,4,1,6,6,5,1,1,1,1,1,5,1,4,5,6,1,3,3,5,6,3,4,1,6,5,5,5,1,4,4,6,1,4,5,1,6,6,1,1,5,4,5,4,1,1,4,3,6,6,5,3,6,4,4,6,3,1,3,1,6,3,3,6,1,3,1,1,1,1,1,1,4,5,4,1,5,1,4,1,6
"94",7,9,7,7,9,9,7,7,7,10,1,10,6,7,7,7,7,10,1,10,10,9,9,7,6,6,10,7,7,7,7,7,10,7,9,10,2,7,1,1,8,2,2,9,7,2,10,10,10,7,9,2,2,7,9,8,7,2,2,7,7,10,2,10,9,7,7,9,1,2,2,10,1,2,9,9,2,1,7,1,7,2,1,1,6,7,1,7,7,7,7,7,7,9,10,9,7,8,7,9,7,2
"95",6,7,6,6,7,7,6,6,6,9,10,9,4,6,6,6,6,9,10,8,8,7,7,6,4,4,9,6,6,6,6,6,5,6,7,9,2,6,10,10,1,2,10,7,6,2,5,5,5,6,7,9,2,6,9,1,6,2,2,6,6,9,2,5,7,6,6,7,10,2,2,8,10,2,7,7,2,10,6,10,6,2,10,10,4,6,10,6,6,6,6,6,6,7,9,7,6,1,6,7,6,2
"96",4,2,4,4,2,2,4,4,4,8,6,8,3,4,4,4,4,8,6,6,6,2,2,4,3,3,8,4,4,4,4,4,5,4,2,8,9,4,8,8,7,9,11,2,4,9,5,5,5,4,2,8,9,4,8,7,4,9,9,4,4,8,9,5,2,4,4,2,6,9,9,6,6,9,2,2,9,6,4,6,4,9,6,6,3,4,6,4,4,4,4,4,4,2,8,2,4,7,4,2,4,9
"97",5,8,5,5,8,8,5,5,5,2,10,2,7,5,5,5,5,2,10,2,2,8,8,5,7,7,2,5,5,5,5,5,2,5,8,2,12,5,10,10,3,12,6,8,5,12,2,2,2,5,8,12,12,5,8,3,5,12,12,5,5,2,12,2,8,5,5,8,10,12,12,2,10,12,8,8,12,10,5,10,5,12,10,10,7,5,10,5,5,5,5,5,5,8,2,8,5,3,5,8,5,12
"98",8,10,8,8,10,10,8,8,8,6,2,6,1,8,8,8,8,6,2,2,2,10,10,8,1,1,6,8,8,8,8,8,6,8,10,6,1,8,2,2,2,1,11,10,8,1,6,6,6,8,10,6,1,8,6,2,8,1,1,8,8,6,10,6,10,8,8,10,2,1,1,2,2,1,10,10,1,2,8,2,8,1,2,2,1,8,2,8,8,8,8,8,8,10,6,10,8,2,8,10,8,1
"99",9,2,9,9,2,2,9,9,9,5,7,5,4,9,9,9,9,5,7,8,8,2,2,9,4,4,5,9,9,9,9,9,5,9,2,5,3,9,7,7,5,3,1,2,9,3,5,5,5,9,2,3,3,9,5,8,9,3,3,9,9,5,3,5,2,9,9,2,7,3,3,8,7,3,2,2,3,7,9,7,9,3,7,7,4,9,7,9,9,9,9,9,9,2,5,2,9,8,9,2,9,3
"100",6,1,6,6,1,1,6,6,6,9,8,9,3,6,6,6,6,9,8,8,8,1,1,6,3,3,9,6,6,6,6,6,9,6,1,9,3,6,8,8,9,3,1,1,6,3,9,9,9,6,1,9,3,6,9,1,6,3,3,6,6,9,3,9,1,6,6,1,8,3,3,8,8,3,1,1,3,8,6,8,6,3,8,8,3,6,8,6,6,6,6,6,6,1,9,1,6,1,6,1,6,3
