"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91"
"73",11,12,6,4,9,9,6,16,17,10,13,13,11,9,17,4,16,4,6,10,17,9,9,9,9,16,4,14,12,1,9,16,1,11,16,1,9,1,6,19,9,9,17,16,9,9,4,7,16,18,9,2,9,9,16,2,9,9,17,12,3,9,9,2,19,15,1,9,10,9,12,7,9,1,20,20,11,12,7,9,9,9,10,16,16,16,16,5,8,6,9
"74",3,31,23,11,23,23,25,15,19,35,21,21,12,13,19,36,2,28,10,35,14,23,23,23,23,11,20,20,31,17,23,11,34,29,11,9,13,9,10,19,23,23,20,13,28,23,36,4,2,34,1,1,13,13,11,19,23,23,3,4,4,23,20,3,29,4,17,23,29,3,14,4,23,9,27,16,22,14,36,23,20,23,36,11,11,11,11,14,36,10,23
"75",5,15,4,26,4,4,2,16,7,20,15,15,5,24,20,19,23,14,7,20,7,4,4,4,4,23,26,8,15,17,4,23,12,5,23,6,24,6,7,25,4,4,12,24,14,4,9,14,23,18,21,21,24,24,23,11,4,4,5,26,3,4,2,12,25,1,17,4,19,5,8,14,4,6,14,3,20,8,6,4,2,4,9,23,23,23,23,8,19,7,4
"76",35,36,34,1,34,34,5,38,43,4,28,28,37,36,43,10,29,36,7,4,44,34,34,34,34,39,1,41,36,7,34,39,45,27,39,34,37,2,7,33,34,34,45,44,21,34,10,20,29,26,13,45,44,44,39,5,34,34,33,20,23,34,25,33,31,14,2,34,35,35,40,20,34,2,39,14,10,40,2,34,25,34,2,39,39,39,39,40,32,7,34
"77",29,33,42,17,3,3,42,23,36,11,40,40,48,3,18,49,2,10,42,11,36,3,3,3,3,25,17,4,33,14,3,25,44,48,25,26,24,26,42,34,3,3,17,25,12,3,49,29,25,2,48,18,3,3,25,19,3,3,46,12,47,3,27,20,11,13,14,3,8,3,49,29,3,26,25,28,17,49,26,3,27,3,6,25,25,25,25,49,49,42,3
"78",8,20,45,26,45,45,24,31,35,28,34,34,26,12,18,11,43,27,39,28,35,45,45,45,45,4,26,14,20,45,45,4,2,37,47,25,40,25,39,8,45,45,22,12,41,45,42,7,4,15,9,9,12,12,4,13,45,45,38,7,32,45,42,10,37,30,45,45,32,12,29,7,45,25,26,46,44,29,15,45,42,45,38,4,4,4,4,29,13,39,45
"79",26,26,2,32,2,2,10,15,27,32,9,9,25,10,7,24,29,26,17,32,27,2,2,2,2,21,32,35,26,7,2,21,18,26,8,2,16,24,17,34,2,2,28,10,15,2,24,37,21,8,16,28,10,10,21,34,2,2,36,23,19,2,11,33,35,17,7,2,16,26,30,37,2,24,36,22,29,30,24,2,11,2,24,21,21,21,21,30,24,17,2
"80",26,15,24,24,24,24,8,16,8,10,26,26,6,22,11,21,2,20,23,10,8,24,24,24,24,7,7,12,15,14,24,7,5,26,7,4,20,4,23,13,24,24,13,22,8,24,20,19,7,2,2,2,22,22,7,4,24,24,20,19,12,24,11,15,6,18,14,24,1,22,20,19,24,4,10,22,8,20,8,24,11,24,16,7,7,7,7,9,21,23,24
"81",8,18,12,11,12,12,10,15,27,22,30,30,10,29,27,23,2,24,16,22,22,12,12,12,12,28,11,20,18,9,12,28,4,26,28,12,24,1,16,19,12,12,6,29,6,12,23,1,28,1,31,31,29,29,28,12,12,12,5,1,32,12,6,17,26,7,9,12,11,8,24,1,12,23,10,29,4,24,23,12,6,12,23,28,28,28,28,8,23,16,12
"82",21,18,3,16,9,9,19,19,13,22,20,20,21,22,15,5,16,22,3,22,13,9,9,9,9,16,14,15,18,10,9,16,14,21,16,9,9,14,3,6,9,9,17,16,11,9,11,21,16,11,8,8,22,22,16,8,9,9,18,19,19,9,9,11,22,11,10,9,19,21,1,21,9,14,5,5,21,1,4,9,9,9,4,16,16,16,16,1,1,3,9
"83",30,23,36,26,36,36,12,17,20,39,24,24,39,4,28,12,13,25,3,39,20,36,36,36,36,11,26,41,23,3,36,11,32,22,11,36,22,16,3,5,36,36,14,37,20,36,12,31,13,3,28,28,37,37,11,27,36,36,25,31,41,36,28,18,26,30,3,36,3,4,29,31,36,32,12,38,10,29,32,36,28,36,32,11,11,11,11,29,32,3,36
"84",31,25,3,34,38,38,17,19,46,16,11,11,27,23,18,7,43,35,3,16,31,38,38,38,38,24,34,45,25,9,38,24,22,26,24,36,38,36,3,46,38,38,22,23,4,38,7,42,43,30,28,28,23,23,24,3,38,38,37,4,35,38,38,16,7,39,9,38,25,31,6,42,38,36,2,23,32,6,45,38,38,38,27,24,24,24,24,6,22,3,38
"85",8,17,7,13,7,7,8,4,20,21,16,16,8,15,20,1,17,8,8,21,19,7,7,7,7,19,13,22,17,8,7,19,3,8,20,7,9,11,8,11,7,7,3,15,7,7,1,22,17,19,21,21,15,15,19,21,7,7,9,5,18,7,9,9,15,3,8,7,4,15,23,22,7,11,20,17,14,23,6,7,9,7,6,19,19,19,19,23,12,8,7
"86",33,38,30,2,30,30,16,30,7,8,27,27,36,28,4,26,32,5,3,8,7,30,30,30,30,10,2,35,38,40,30,10,20,17,10,30,15,10,3,35,30,30,23,28,30,30,20,18,10,28,26,29,28,28,10,34,30,30,35,18,33,30,15,39,8,39,40,30,15,33,30,18,30,10,39,28,16,21,21,30,15,30,21,10,10,10,10,21,12,3,30
"87",23,38,18,33,18,18,24,30,29,35,22,22,40,2,24,37,31,21,4,35,29,18,18,18,18,16,33,27,38,36,18,16,32,23,30,18,8,32,4,14,18,18,23,30,21,18,13,26,30,3,6,28,2,2,16,9,18,18,16,26,17,18,33,19,9,20,36,18,22,23,8,26,18,32,30,8,38,8,32,18,33,18,2,30,30,30,30,34,24,4,18
"88",42,48,36,12,36,36,3,47,43,21,32,32,27,14,12,10,31,19,39,21,43,36,36,36,36,37,12,35,48,28,36,37,16,23,1,36,10,41,39,46,36,36,26,4,14,36,43,2,31,38,40,39,4,4,37,44,36,36,35,2,30,36,47,28,34,38,28,36,11,42,22,2,36,41,5,1,40,22,41,36,47,36,41,37,37,37,37,22,5,39,36
"89",38,34,20,27,20,20,46,4,10,11,24,24,40,32,33,41,43,10,4,11,10,20,20,20,20,15,27,4,34,45,20,15,38,26,36,3,40,3,4,16,20,20,8,32,18,20,41,5,43,14,30,30,32,32,15,36,20,20,23,5,1,20,40,17,26,9,45,20,14,32,14,5,20,3,11,33,23,14,35,20,40,20,35,15,15,15,15,14,28,4,20
"90",46,28,8,32,8,8,12,9,2,24,30,30,21,33,24,27,13,21,17,24,2,8,8,8,8,13,32,45,28,17,8,13,43,4,13,20,36,20,17,46,8,8,16,33,3,8,27,16,13,8,14,14,33,33,13,47,8,8,42,12,5,8,42,46,47,1,17,8,44,33,5,16,8,20,15,37,4,5,20,8,42,8,48,13,13,13,13,5,26,17,8
"91",18,34,31,31,31,31,7,14,1,4,5,5,25,36,1,33,17,36,24,4,4,31,31,31,31,39,24,33,34,12,31,39,13,18,36,38,31,38,24,3,31,31,12,36,26,31,33,20,17,1,2,2,36,36,39,7,31,31,21,20,30,31,25,39,29,26,12,31,35,18,31,20,31,38,18,36,16,31,15,31,25,31,7,39,39,39,39,31,14,24,31
"92",21,20,26,27,23,23,2,33,12,23,19,19,34,10,12,5,33,18,2,23,24,23,23,26,26,21,27,7,20,2,23,21,32,10,9,26,26,32,2,29,23,23,23,7,26,26,5,6,21,3,3,3,7,7,21,18,26,23,19,6,16,23,26,24,17,24,2,26,14,21,16,6,23,32,27,28,14,16,32,23,26,26,32,21,21,21,21,16,23,2,26
"93",13,39,11,4,11,11,1,27,34,3,18,18,26,19,25,22,2,21,7,3,34,11,11,11,11,12,4,18,39,6,11,12,24,16,40,11,39,4,7,7,11,11,23,19,20,11,6,27,12,5,19,1,19,19,12,40,11,11,1,27,33,11,5,1,28,22,6,11,7,13,13,27,11,24,39,1,38,13,24,11,5,11,28,12,12,12,12,13,33,7,11
"94",18,6,20,16,4,4,34,30,5,37,32,32,9,4,24,6,17,19,21,37,5,4,4,4,4,16,16,12,6,21,4,16,35,18,16,21,28,21,20,12,4,4,33,16,33,4,2,22,17,5,13,13,4,4,16,33,4,4,31,33,34,4,28,27,9,10,21,4,7,4,3,22,4,21,39,30,30,3,11,4,28,4,30,16,16,16,16,3,24,20,4
"95",31,34,3,41,3,3,18,11,15,35,26,26,20,22,15,41,29,31,8,35,25,3,3,3,3,27,41,30,34,5,3,27,24,30,27,5,42,5,8,16,3,3,40,22,30,3,40,25,27,3,18,18,22,22,27,40,3,3,28,17,12,3,7,1,11,28,5,3,39,31,37,25,3,5,13,33,16,37,14,3,7,3,21,27,27,27,27,37,4,8,3
"96",16,20,12,6,12,12,7,18,10,13,36,36,14,11,10,29,41,2,45,13,37,12,12,12,12,22,6,13,20,7,12,22,38,25,6,3,34,3,45,27,12,12,37,26,13,12,13,15,41,42,31,31,26,26,22,37,12,12,32,15,32,12,31,20,42,1,7,12,45,11,34,15,12,3,13,23,18,34,30,12,31,12,16,22,22,22,22,32,22,45,12
"97",19,17,12,1,12,12,16,2,10,11,24,24,28,16,29,3,15,21,25,11,10,12,12,12,12,1,29,29,17,25,12,1,26,23,1,12,3,29,25,14,12,12,26,20,18,12,3,4,1,6,20,14,20,20,1,11,12,12,2,4,14,12,32,21,25,7,25,12,16,16,3,4,12,29,17,20,2,3,32,12,32,12,32,1,1,1,1,19,7,25,12
"98",30,19,13,13,13,13,14,41,18,15,6,6,12,24,18,22,33,16,23,15,12,13,13,13,13,33,33,34,19,9,13,33,31,30,33,37,8,37,23,17,13,13,1,24,8,13,27,39,33,2,5,1,24,24,33,43,13,13,43,39,36,13,8,36,44,15,9,13,3,30,2,39,13,37,24,7,44,2,41,13,8,13,27,33,33,33,33,2,10,23,13
"99",19,28,12,35,12,12,1,33,9,31,22,22,20,5,37,3,4,30,9,31,13,12,12,12,12,23,35,13,28,24,12,23,24,4,23,12,14,7,9,9,12,12,24,5,36,12,36,27,4,8,14,17,5,5,23,23,12,12,9,11,27,12,14,31,11,21,24,12,33,19,34,27,12,24,36,37,3,34,24,12,14,12,11,23,23,23,23,34,6,9,12
"100",12,11,38,31,38,38,30,16,9,12,20,20,28,29,9,18,12,29,25,12,27,38,38,38,38,36,35,13,11,41,38,36,15,16,31,38,28,22,25,30,38,38,15,29,26,38,18,3,12,24,37,37,29,29,36,1,38,38,38,16,23,38,28,25,28,18,41,38,32,29,16,3,38,22,40,33,27,16,22,38,28,38,22,36,36,36,36,35,21,25,38
