"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"84",1,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,1,2,2,1,4,2,2,2,2,2,2,4,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,1,1,3,2,4,4,2,4,3,4,2,1,2,4,2,2,2,2,4,1,1,1,1,2,2,2,2,2,4,1,1,4,2,1,2,1
"85",4,2,5,2,2,5,5,2,4,2,2,2,2,2,2,2,4,2,2,2,5,2,2,2,1,2,2,5,2,2,2,2,2,5,3,2,1,2,2,1,2,2,2,4,4,6,2,3,3,2,3,6,3,2,4,2,5,1,2,2,2,4,4,4,4,4,2,2,2,2,2,5,4,4,5,2,4,4,4
"86",2,3,2,3,3,2,2,5,3,3,3,3,3,5,3,5,3,3,3,3,2,3,3,3,3,5,5,2,3,3,5,3,5,2,3,3,3,3,3,3,3,3,5,5,5,1,3,4,4,5,4,1,4,3,5,3,3,3,3,5,3,5,3,5,5,5,5,3,5,3,5,2,5,5,2,3,5,3,5
"87",5,1,3,1,1,3,3,1,1,1,1,1,1,5,1,1,5,1,1,1,3,1,1,1,1,1,5,2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,5,5,4,1,2,2,1,2,4,2,1,5,1,3,1,1,1,1,5,1,5,5,5,5,1,1,1,5,3,5,5,3,1,5,1,5
"88",4,3,2,3,3,2,2,5,3,3,3,3,3,4,3,5,3,3,3,3,2,3,3,3,3,5,4,2,3,3,5,3,5,5,3,3,3,3,3,3,3,3,5,4,4,1,3,2,2,5,2,1,2,3,4,3,2,3,3,5,3,4,3,4,4,4,4,3,5,3,4,2,4,4,2,3,4,3,4
"89",2,1,2,1,1,2,2,5,1,1,1,1,1,5,1,5,1,1,1,1,2,1,5,1,1,5,1,2,1,1,5,1,5,2,1,1,1,1,1,1,1,1,5,1,1,4,1,3,3,5,3,4,3,1,2,1,2,1,1,5,1,2,1,1,1,1,1,1,5,1,5,2,1,1,2,1,1,1,1
"90",5,4,5,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,1,4,4,4,4,4,4,4,4,4,4,2,4,1,1,4,1,2,1,4,5,4,5,4,4,4,4,5,4,3,4,4,4,4,4,4,4,5,3,4,5,4,4,4,4
"91",6,5,3,5,5,3,3,5,5,5,5,5,5,5,5,5,6,5,5,5,3,5,5,5,4,5,5,1,5,5,1,5,5,3,3,5,4,5,5,4,5,5,2,6,6,1,5,2,2,2,2,1,2,5,6,5,3,5,5,5,5,1,6,6,6,6,5,5,5,5,5,3,6,6,3,5,6,5,6
"92",5,3,2,3,3,2,3,5,3,3,3,3,3,5,2,5,3,3,3,3,2,3,5,3,3,5,3,1,3,3,5,3,5,5,2,3,3,3,3,3,3,3,5,3,3,4,3,2,2,5,2,4,2,3,1,3,3,3,3,5,3,1,3,3,3,3,3,3,5,3,5,3,3,3,2,3,3,3,3
"93",5,2,4,2,2,4,4,2,2,2,2,2,2,4,5,2,4,2,2,2,4,2,2,2,3,2,4,4,2,2,2,2,2,5,1,2,3,2,2,2,2,2,2,4,4,6,2,1,1,2,1,6,1,2,4,2,4,2,2,2,2,4,2,4,4,4,4,2,2,2,4,4,4,4,4,2,4,2,4
"94",5,4,3,4,4,3,3,4,4,4,4,4,4,4,3,4,5,4,4,5,3,4,4,4,4,4,4,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,5,5,1,4,2,2,4,2,1,2,4,5,4,3,4,4,4,4,3,5,5,5,5,4,4,4,4,4,3,5,5,3,4,5,4,5
"95",2,5,2,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,5,3,3,5,5,2,1,5,5,5,5,5,5,5,3,5,5,5,5,1,1,3,1,5,1,5,3,5,2,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,4,5,2,5,5,5,5
"96",4,1,2,1,1,2,2,1,4,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,4,4,3,1,5,5,1,5,3,5,1,4,1,2,1,1,1,1,4,4,4,4,4,1,1,1,1,1,2,4,4,2,1,4,4,4
"97",1,5,7,5,5,7,7,6,1,5,5,5,5,1,5,6,5,5,5,5,7,5,5,5,3,6,1,7,5,5,6,5,6,7,5,5,3,5,5,5,5,5,6,1,1,4,5,2,2,6,2,4,2,5,1,5,7,5,5,6,5,1,1,1,1,1,1,5,6,5,1,7,1,1,7,5,1,1,1
"98",1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,4,4,4,4,2,2,4,4,4,4,2,2,4,4,4,4,4,4,2,4,1,1,2,4,3,3,4,3,5,3,4,1,4,2,4,4,4,4,4,4,1,1,1,4,4,4,4,4,2,4,4,2,2,1,4,1
"99",2,5,1,5,5,1,5,4,5,5,5,5,5,2,5,4,2,5,5,5,5,5,4,5,3,4,2,2,5,5,4,5,4,4,5,5,3,5,5,5,5,5,4,2,2,6,5,1,1,4,1,6,1,5,2,5,5,5,5,4,5,2,5,2,2,2,2,5,4,5,2,5,2,2,1,5,2,5,2
"100",3,3,3,3,3,3,3,5,3,5,3,5,5,3,5,5,5,5,5,3,3,5,5,5,2,5,3,3,3,5,5,5,5,3,3,3,2,5,5,5,5,3,5,3,3,3,3,1,1,5,1,4,1,5,3,3,3,5,5,5,5,3,3,3,3,3,3,5,5,5,3,3,3,3,3,3,3,3,3
