"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"58",11,11,11,7,10,7,7,9,1,7,11,7,11,11,11,10,11,11,11,11,7,11,11,11,11,9,10,10,9,11,11,11,11,11,10,10,2,1,7,7,10,7,7,1,9,7,1,1,1,1,1,1,10,9,9,7,1,9,9,10,9,10,10,7,11,11,11,11,11,11,11,11,2,7,9,10,9,10,7,7,7,9,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,7,7,7,7,2
"59",3,3,3,2,7,2,2,5,3,2,3,2,2,3,3,7,3,3,3,3,2,3,3,3,3,5,7,7,5,3,3,3,3,3,7,7,7,1,2,2,7,2,2,1,5,2,1,1,1,1,1,1,7,5,5,2,5,5,5,7,6,7,7,2,3,3,3,3,3,3,3,3,7,2,5,7,6,7,2,2,2,5,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,7
"60",10,10,10,12,15,12,12,13,16,12,10,12,10,10,10,15,10,10,10,10,12,10,10,10,10,13,15,15,13,10,10,10,10,10,15,15,15,17,12,12,15,12,12,17,13,12,17,17,17,17,17,17,15,13,13,12,16,13,13,15,15,15,15,12,10,10,10,10,10,10,10,10,13,12,13,15,15,15,12,12,12,13,12,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,12,12,12,12,13
"61",7,7,7,5,2,5,5,1,8,5,7,5,7,7,7,2,7,7,7,7,5,7,7,7,7,1,2,2,1,7,7,7,7,7,2,2,2,8,5,5,2,5,5,8,1,5,8,8,8,8,8,8,2,1,1,5,8,1,1,2,6,2,2,5,7,7,7,7,7,7,7,7,2,5,1,2,6,2,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2
"62",2,2,2,4,1,4,4,6,5,4,2,4,2,2,2,1,2,2,2,2,4,2,2,2,2,6,1,1,6,2,2,2,2,2,1,1,1,3,4,4,1,4,4,3,6,4,3,3,3,3,3,3,1,6,6,4,5,6,6,1,6,1,1,4,2,2,2,2,2,2,2,2,1,4,6,1,6,1,4,4,4,6,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1
"63",3,3,3,1,2,1,1,5,3,1,3,1,1,3,3,2,3,3,3,3,1,3,3,3,3,5,2,2,5,3,3,3,3,3,2,2,2,4,1,1,2,1,1,4,5,1,4,4,4,4,4,4,2,5,5,1,5,5,5,2,5,2,2,1,3,3,3,3,3,3,3,3,2,1,5,2,5,2,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
"64",4,4,4,1,3,1,1,6,7,1,4,1,4,4,4,3,4,4,4,4,1,4,4,4,4,6,3,3,6,4,4,4,4,4,3,3,3,2,1,1,3,1,1,2,6,1,2,2,2,2,2,2,3,6,6,1,7,6,6,3,6,3,3,1,4,4,4,4,4,4,4,4,3,1,6,3,6,3,1,1,1,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
"65",7,7,7,21,3,21,21,5,18,21,7,21,7,7,7,3,7,7,7,7,21,7,7,7,7,5,3,3,5,7,7,7,7,7,3,3,13,12,21,21,3,21,21,12,5,21,12,12,12,12,12,12,3,5,5,21,18,5,5,3,4,3,3,21,7,7,7,7,7,7,7,7,13,21,5,3,4,3,21,21,21,5,21,3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3,21,21,21,21,13
"66",3,3,3,6,7,6,6,2,1,6,3,6,3,3,3,7,3,3,3,3,6,3,3,3,3,2,7,7,2,3,3,3,3,3,7,7,10,10,6,6,7,6,6,10,2,6,10,10,10,10,10,10,7,2,2,6,1,2,2,7,2,7,7,6,3,3,3,3,3,3,3,3,10,6,2,7,2,7,6,6,6,2,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,10
"67",13,13,13,4,5,4,4,12,1,4,13,4,13,13,13,5,13,13,13,13,4,13,13,13,13,12,5,5,12,13,13,13,13,13,5,5,2,3,4,4,5,4,4,3,12,4,3,3,3,3,3,3,5,12,12,4,1,12,12,5,3,5,5,4,13,13,13,13,13,13,13,13,2,4,12,5,3,5,4,4,4,12,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2
"68",5,5,5,7,2,7,7,1,5,7,5,7,7,5,5,2,5,5,5,5,7,5,5,5,5,1,2,2,1,5,5,5,5,5,2,2,6,6,7,7,2,7,7,6,1,7,6,6,6,6,6,6,2,1,1,7,1,1,1,2,1,2,2,7,5,5,5,5,5,5,5,5,6,7,1,2,1,2,7,7,7,1,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,6
"69",5,5,5,7,4,7,7,3,1,7,5,7,5,5,5,4,5,5,5,5,7,5,5,5,5,3,4,4,3,5,5,5,5,5,4,4,4,2,7,7,4,7,7,2,3,7,2,2,2,2,2,2,4,4,3,7,1,3,3,4,3,4,4,7,5,5,5,5,5,5,5,5,3,7,3,4,3,4,7,7,7,3,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,3
"70",2,2,2,1,4,1,1,5,3,1,2,1,2,2,2,4,2,2,2,2,1,2,2,2,2,5,4,4,5,2,2,2,2,2,4,4,4,3,1,1,4,1,1,3,5,1,3,3,3,3,3,3,4,5,5,1,3,5,5,4,5,4,4,1,2,2,2,2,2,2,2,2,4,1,5,4,5,4,1,1,1,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
"71",17,17,17,12,11,12,12,13,20,12,17,12,17,17,17,11,17,17,17,17,12,17,17,17,17,13,11,11,13,17,17,17,17,17,11,11,11,18,12,12,11,12,12,18,13,12,18,18,18,18,18,18,11,13,13,12,20,13,13,11,21,11,11,12,17,17,17,17,17,17,17,17,11,12,13,11,21,11,12,12,12,13,12,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,11
"72",3,3,3,6,8,6,6,4,2,6,3,6,3,3,3,8,3,3,3,3,6,3,3,3,3,4,8,8,4,3,3,3,3,3,8,8,8,9,6,6,8,6,6,9,4,6,9,9,9,9,9,9,8,4,4,6,2,4,4,8,4,8,8,6,3,3,3,3,3,3,3,3,8,6,4,8,4,8,6,6,6,4,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,8
"73",4,4,4,1,5,1,1,3,4,1,4,1,1,4,4,5,4,4,4,4,1,4,4,4,4,3,5,5,3,4,4,4,4,4,5,5,5,2,1,1,5,1,1,2,3,1,2,2,2,2,2,2,5,5,3,1,3,3,3,5,3,5,5,1,4,4,4,4,4,4,4,4,3,1,3,5,3,5,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3
"74",1,1,1,5,8,5,5,6,1,5,1,5,5,1,1,8,1,1,1,1,5,1,1,1,1,6,8,8,6,1,1,1,1,1,8,8,8,7,5,5,8,5,5,7,6,5,7,7,7,7,7,7,8,6,6,5,6,6,6,8,6,8,8,5,1,1,1,1,1,1,1,1,8,5,6,8,6,8,5,5,5,6,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,8
"75",2,2,2,1,4,1,1,8,9,1,2,1,2,2,2,4,2,2,2,2,1,2,2,2,2,8,4,4,8,2,2,2,2,2,4,4,4,3,1,1,4,1,1,3,8,1,3,3,3,3,3,3,4,8,8,1,9,8,8,4,8,4,4,1,2,2,2,2,2,2,2,2,4,1,8,4,8,4,1,1,1,8,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4
"76",7,7,7,4,10,4,4,1,6,4,7,4,7,7,7,10,7,7,7,7,4,7,7,7,7,1,10,10,1,7,7,7,7,7,10,10,11,14,4,4,10,4,4,14,1,4,14,14,14,14,14,14,10,1,1,4,6,1,1,10,1,10,10,4,7,7,7,7,7,7,7,7,11,4,1,10,1,10,4,4,4,1,4,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,4,11
"77",6,6,6,3,5,3,3,1,6,3,6,3,3,6,6,5,6,6,6,6,3,6,6,6,6,1,5,5,1,6,6,6,6,6,5,5,5,4,3,3,5,3,3,4,1,3,4,4,4,4,4,4,5,1,1,3,1,1,1,5,1,5,5,3,6,6,6,6,6,6,6,6,5,3,1,5,1,5,3,3,3,1,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5
"78",5,5,5,4,1,4,4,3,2,4,5,4,5,5,5,1,5,5,5,5,4,5,5,5,5,3,1,1,3,5,5,5,5,5,1,1,1,2,4,4,1,4,4,2,3,4,2,2,2,2,2,2,1,3,3,4,2,3,3,1,3,1,1,4,5,5,5,5,5,5,5,5,1,4,3,1,3,1,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1
"79",18,18,18,5,4,5,5,20,3,5,18,5,18,18,18,4,18,18,18,18,5,18,18,18,18,20,4,4,20,18,18,18,18,18,4,4,2,13,5,5,4,5,5,13,20,5,13,13,13,13,13,13,4,20,20,5,3,20,20,4,20,4,4,5,18,18,18,18,18,18,18,18,2,5,20,4,20,4,5,5,5,20,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2
"80",4,4,4,2,5,2,2,3,4,2,4,2,2,4,4,5,4,4,4,4,2,4,4,4,4,3,5,5,3,4,4,4,4,4,5,5,5,1,2,2,5,2,2,1,3,2,1,1,1,1,1,1,5,3,3,2,3,3,3,5,3,5,5,2,4,4,4,4,4,4,4,4,5,2,3,5,3,5,2,2,2,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,5
"81",15,15,15,9,13,9,9,14,5,9,15,9,15,15,15,13,15,15,15,15,9,15,15,15,15,14,13,13,14,15,15,15,15,15,13,13,3,12,9,9,13,9,9,12,14,9,12,12,12,12,12,12,13,14,14,9,5,14,14,13,14,13,13,9,15,15,15,15,15,15,15,15,3,9,14,13,14,13,9,9,9,14,9,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,9,9,9,9,3
"82",3,3,3,4,5,4,4,2,1,4,3,4,3,3,3,5,3,3,3,3,4,3,3,3,3,2,5,5,2,3,3,3,3,3,5,5,5,1,4,4,5,4,4,1,2,4,1,1,1,1,1,1,5,5,2,4,1,2,2,5,2,5,5,4,3,3,3,3,3,3,3,3,2,4,2,5,2,5,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2
"83",7,7,7,4,5,4,4,2,8,4,7,4,7,7,7,5,7,7,7,7,4,7,7,7,7,2,5,5,2,7,7,7,7,7,5,5,5,6,4,4,5,4,4,6,2,4,6,6,6,6,6,6,5,2,2,4,8,2,2,5,2,5,5,4,7,7,7,7,7,7,7,7,5,4,2,5,2,5,4,4,4,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5
"84",4,4,4,1,3,1,1,2,6,1,4,1,4,4,4,3,4,4,4,4,1,4,4,4,4,2,3,3,2,4,4,4,4,4,3,3,3,6,1,1,3,1,1,6,2,1,6,6,6,6,6,6,3,2,2,1,6,2,2,3,2,3,3,1,4,4,4,4,4,4,4,4,3,1,2,3,2,3,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
"85",2,2,2,17,13,17,17,8,4,17,2,17,2,2,2,13,2,2,2,2,17,2,2,2,2,8,13,13,8,2,2,2,2,2,13,13,11,5,17,17,13,17,17,5,8,17,5,5,5,5,5,5,13,8,8,17,4,8,8,13,8,13,13,17,2,2,2,2,2,2,2,2,11,17,8,13,8,13,17,17,17,8,17,13,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,17,17,17,17,11
"86",2,2,2,3,4,3,3,5,1,3,2,3,2,2,2,4,2,2,2,2,3,2,2,2,2,5,4,4,5,2,2,2,2,2,4,4,4,1,3,3,4,3,3,1,5,3,1,1,1,1,1,1,4,5,5,3,1,5,5,4,5,4,4,3,2,2,2,2,2,2,2,2,4,3,5,4,5,4,3,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4
"87",10,10,10,4,15,4,4,16,17,4,10,4,10,10,10,15,10,10,10,10,4,10,10,10,10,16,15,15,16,10,10,10,10,10,15,15,11,12,4,4,15,4,4,12,16,4,12,12,12,12,12,12,15,16,16,4,17,16,16,15,16,15,15,4,10,10,10,10,10,10,10,10,11,4,16,15,16,15,4,4,4,16,4,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,4,4,4,4,11
"88",4,4,4,2,5,2,2,3,4,2,4,2,2,4,4,5,4,4,4,4,2,4,4,4,4,3,5,5,3,4,4,4,4,4,5,5,5,6,2,2,5,2,2,6,3,2,6,6,6,6,6,6,5,3,3,2,3,3,3,5,3,5,5,2,4,4,4,4,4,4,4,4,5,2,3,5,3,5,2,2,2,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,5
"89",5,5,5,2,3,2,2,1,4,2,5,2,5,5,5,3,5,5,5,5,2,5,5,5,5,1,3,3,1,5,5,5,5,5,3,3,3,4,2,2,3,2,2,4,1,2,4,4,4,4,4,4,3,3,1,2,4,1,1,3,1,3,3,2,5,5,5,5,5,5,5,5,1,2,1,3,1,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1
"90",2,2,2,12,7,12,12,1,6,12,2,12,2,2,2,7,2,2,2,2,12,2,2,2,2,1,7,7,1,2,2,2,2,2,7,7,13,10,12,12,7,12,12,10,1,12,10,10,10,10,10,10,7,1,1,12,6,1,1,7,5,7,7,12,2,2,2,2,2,2,2,2,13,12,1,7,5,7,12,12,12,1,12,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,12,12,12,13
"91",6,6,6,1,2,1,1,3,8,1,6,1,6,6,6,2,6,6,6,6,1,6,6,6,6,3,2,2,3,6,6,6,6,6,2,2,2,5,1,1,2,1,1,5,3,1,5,5,5,5,5,5,2,3,3,1,8,3,3,2,5,2,2,1,6,6,6,6,6,6,6,6,3,1,3,2,5,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3
"92",13,13,13,9,6,9,9,5,14,9,13,9,13,13,13,6,13,13,13,13,9,13,13,13,13,5,6,6,5,13,13,13,13,13,6,6,1,7,9,9,6,9,9,7,5,9,7,7,7,7,7,7,6,5,5,9,14,5,5,6,5,6,6,9,13,13,13,13,13,13,13,13,1,9,5,6,5,6,9,9,9,5,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,9,9,1
"93",8,8,8,4,11,4,4,7,10,4,8,4,8,8,8,11,8,8,8,8,4,8,8,8,8,7,11,11,7,8,8,8,8,8,11,11,5,3,4,4,11,4,4,3,7,4,3,3,3,3,3,3,11,7,7,4,10,7,7,11,2,11,11,4,8,8,8,8,8,8,8,8,5,4,7,11,2,11,4,4,4,7,4,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,4,4,4,4,5
"94",12,12,12,2,10,2,2,5,7,2,12,2,12,12,12,10,12,12,12,12,2,12,12,12,12,5,10,10,5,12,12,12,12,12,10,10,11,8,2,2,10,2,2,8,5,2,8,8,8,8,8,8,10,5,5,2,7,5,5,10,3,10,10,2,12,12,12,12,12,12,12,12,11,2,5,10,3,10,2,2,2,5,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,11
"95",6,6,6,4,3,4,4,2,7,4,6,4,6,6,6,3,6,6,6,6,4,6,6,6,6,2,3,3,2,6,6,6,6,6,3,3,5,7,4,4,3,4,4,7,2,4,7,7,7,7,7,7,3,2,2,4,7,2,2,3,2,3,3,4,6,6,6,6,6,6,6,6,5,4,2,3,2,3,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5
"96",1,1,1,2,6,2,2,5,3,2,1,2,1,1,1,6,1,1,1,1,2,1,1,1,1,5,6,6,5,1,1,1,1,1,6,6,6,9,2,2,6,2,2,9,5,2,9,9,9,9,9,9,6,5,5,2,3,5,5,6,3,6,6,2,1,1,1,1,1,1,1,1,6,2,5,6,3,6,2,2,2,5,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,6
"97",15,15,15,10,3,10,10,5,1,10,15,10,15,15,15,3,15,15,15,15,10,15,15,15,15,5,3,3,5,15,15,15,15,15,3,3,17,14,10,10,3,10,10,14,5,10,14,14,14,14,14,14,3,5,5,10,1,5,5,3,2,3,3,10,15,15,15,15,15,15,15,15,17,10,5,3,2,3,10,10,10,5,10,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10,17
"98",6,6,6,7,10,7,7,1,8,7,6,7,6,6,6,10,6,6,6,6,7,6,6,6,6,1,10,10,1,6,6,6,6,6,10,10,11,3,7,7,10,7,7,3,1,7,3,3,3,3,3,3,10,1,1,7,8,1,1,10,9,10,10,7,6,6,6,6,6,6,6,6,11,7,1,10,9,10,7,7,7,1,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,7,7,7,7,11
"99",10,10,10,20,23,20,20,6,14,20,10,20,10,10,10,23,10,10,10,10,20,10,10,10,10,6,23,23,6,10,10,10,10,10,23,23,2,24,20,20,23,20,20,24,6,20,24,24,24,24,24,24,23,6,6,20,14,6,6,23,13,23,23,20,10,10,10,10,10,10,10,10,2,20,6,23,13,23,20,20,20,6,20,23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,20,20,20,20,2
"100",8,8,8,3,4,3,3,7,9,3,8,3,8,8,8,4,8,8,8,8,3,8,8,8,8,7,4,4,7,8,8,8,8,8,4,4,1,11,3,3,4,3,3,11,7,3,11,11,11,11,11,11,4,7,7,3,9,7,7,4,7,4,4,3,8,8,8,8,8,8,8,8,1,3,7,4,7,4,3,3,3,7,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1
