"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118"
"56",2,8,10,3,6,3,3,8,8,8,10,13,3,12,12,8,2,12,1,3,3,13,2,3,8,6,2,2,11,13,3,13,6,10,11,8,10,3,8,10,12,12,11,11,6,8,8,12,12,11,10,8,2,1,3,13,2,11,6,6,10,3,8,8,10,1,2,13,3,3,10,4,2,12,6,13,1,4,10,12,13,13,13,4,13,12,6,12,6,11,6,7,1,10,8,1,11,2,2,8,1,8,3,10,12,8,13,13,4,3,11,12,6,1,1,1,13,6
"57",4,5,8,6,1,3,3,5,5,5,14,2,3,15,20,5,4,15,3,5,6,2,4,6,5,2,4,8,14,2,6,8,2,1,4,5,8,5,5,8,20,20,14,8,1,5,6,20,20,14,8,8,6,15,4,2,4,4,15,1,14,6,5,5,8,6,8,2,5,6,8,20,4,20,1,19,15,20,8,13,2,2,2,20,2,13,2,15,1,4,3,12,15,8,5,15,14,4,4,5,15,5,5,8,13,8,2,2,20,5,14,15,2,15,15,15,19,3
"58",16,18,5,13,6,17,17,18,18,18,11,20,17,19,19,18,16,19,17,18,13,20,1,13,18,20,1,1,11,20,13,5,20,11,15,18,5,18,18,5,12,12,11,15,6,18,13,12,12,11,5,12,13,3,15,20,16,15,6,6,11,13,18,18,5,13,16,20,18,13,5,15,16,12,6,19,3,15,5,17,20,20,20,15,20,12,20,19,6,15,19,19,3,5,18,3,11,16,16,18,3,18,18,5,12,5,20,20,15,18,11,19,20,3,3,3,19,6
"59",22,11,12,10,16,4,4,11,11,11,5,15,4,1,1,11,22,1,8,10,10,15,17,10,11,11,17,17,9,15,10,12,15,10,10,11,12,10,11,12,4,1,5,12,16,11,11,3,1,9,12,3,11,19,10,15,22,11,8,16,5,10,11,11,12,19,12,15,10,10,12,18,22,4,16,22,19,18,12,4,15,15,15,18,15,4,15,1,8,10,22,22,19,12,11,19,9,22,22,11,19,11,10,12,4,11,15,15,18,10,9,1,15,19,19,19,22,8
"60",4,3,8,5,1,6,6,3,3,3,2,5,6,2,2,3,4,2,6,7,5,5,6,5,3,1,6,8,4,5,5,8,1,5,7,3,8,7,3,8,7,2,7,8,1,3,3,7,2,4,8,3,3,8,7,5,4,3,1,1,2,5,3,3,8,5,8,5,5,5,8,7,4,6,1,4,6,7,8,6,5,5,5,7,5,6,1,2,1,7,4,4,6,8,3,6,4,4,4,3,6,3,7,8,6,3,5,5,7,7,4,2,1,6,1,8,4,1
"61",1,7,8,7,9,3,3,7,7,7,8,5,3,2,2,7,1,2,3,4,7,5,1,7,7,7,1,1,9,5,7,8,5,8,4,7,8,4,7,8,4,2,4,8,9,7,7,4,2,9,8,7,7,5,4,5,1,1,4,9,8,7,7,7,8,5,1,5,7,7,8,4,1,1,9,8,5,4,8,3,5,5,5,4,5,1,5,2,2,4,2,8,5,8,7,5,9,1,1,7,5,7,4,8,1,8,5,5,4,4,9,2,5,5,5,8,8,2
"62",14,14,6,9,1,8,8,14,4,14,4,2,8,3,3,14,14,3,8,4,9,2,11,9,14,1,11,11,4,2,9,2,1,4,4,14,6,4,14,6,13,3,4,6,1,14,9,13,3,4,6,14,14,2,4,2,14,14,1,1,9,9,14,14,6,9,6,2,9,9,6,7,14,8,1,10,8,7,6,8,2,2,2,7,2,8,1,3,1,4,10,10,8,6,14,8,4,14,14,2,8,14,4,6,2,6,2,2,7,4,4,3,1,8,1,8,14,3
"63",2,5,4,2,3,4,4,5,5,5,2,7,4,3,8,5,2,3,4,1,2,7,8,2,5,5,8,8,6,7,2,7,7,2,1,5,4,1,5,4,3,3,1,1,3,5,5,1,8,6,4,5,2,4,1,7,2,5,3,3,2,2,5,5,4,4,2,7,5,2,4,1,2,8,3,7,4,1,4,8,7,7,7,1,7,8,7,3,8,1,8,7,4,4,5,4,6,2,2,5,4,5,1,4,8,5,7,7,1,1,6,3,7,4,7,4,7,8
"64",4,2,5,4,5,1,1,2,6,2,4,10,1,8,8,2,4,8,1,6,4,10,9,4,2,2,9,9,9,10,4,10,10,4,3,2,5,6,2,5,8,8,3,3,5,2,2,8,8,9,5,4,4,7,3,10,4,3,8,5,4,4,2,2,5,7,5,10,6,4,5,3,4,1,2,7,7,3,5,1,10,10,10,3,10,1,2,8,5,6,1,6,7,5,2,7,9,4,4,6,7,2,6,5,1,2,10,10,3,6,9,8,2,7,7,7,7,1
"65",2,12,13,10,6,8,8,12,7,12,6,14,8,7,7,12,2,7,15,7,10,14,13,10,12,11,2,13,8,14,10,14,11,6,5,12,13,7,12,13,5,5,5,13,6,12,10,5,15,8,13,2,10,14,5,14,2,12,5,6,6,10,12,12,13,10,2,14,10,10,13,5,2,5,6,11,5,5,13,8,14,14,14,5,14,8,11,7,15,7,15,11,5,13,12,5,8,2,2,7,5,12,7,13,8,12,14,14,5,7,8,7,11,5,11,5,11,15
"66",17,9,16,11,11,1,1,9,2,9,11,14,1,12,12,9,17,12,1,2,11,14,2,11,9,18,2,2,7,14,11,14,18,11,17,9,16,2,9,16,17,17,17,16,11,9,11,17,1,7,16,16,11,14,19,14,17,17,17,11,11,11,9,9,16,11,16,14,2,11,16,19,17,1,18,8,17,19,16,1,14,14,14,19,14,1,18,12,1,17,1,8,17,16,9,17,7,17,17,2,17,9,2,16,1,9,14,14,17,2,7,12,18,17,18,17,8,1
"67",10,8,21,5,11,9,9,8,14,8,17,21,9,6,6,8,10,6,11,14,5,21,9,5,8,8,9,9,14,21,5,21,8,17,16,8,21,14,8,21,16,6,16,16,11,8,5,16,6,14,21,3,5,21,16,21,10,10,11,11,17,5,8,8,21,21,10,21,5,5,21,16,10,9,11,18,18,16,21,9,21,21,21,16,21,9,8,6,11,14,11,18,18,21,8,18,14,10,10,14,18,8,14,21,9,8,21,21,16,14,14,6,8,18,18,18,21,11
"68",16,15,6,12,11,14,14,15,5,15,12,6,14,6,6,15,16,6,14,5,12,6,4,12,15,15,4,4,8,6,12,6,15,12,8,15,6,5,15,6,16,16,8,8,11,15,12,16,1,8,6,16,12,6,8,6,16,8,11,11,12,12,15,15,6,6,16,6,5,12,6,8,16,16,11,13,2,8,6,1,6,6,6,8,6,1,15,6,11,5,13,13,2,6,15,2,8,16,16,5,2,15,5,6,1,15,6,6,8,5,8,6,15,2,2,2,13,11
"69",2,13,14,13,10,3,3,13,6,13,7,5,3,1,1,13,2,1,3,6,13,5,11,13,13,12,11,11,10,5,13,5,12,7,6,13,14,6,13,14,1,1,6,14,10,13,13,6,1,10,14,2,13,8,6,5,2,2,1,10,7,13,13,13,14,8,2,5,13,13,14,6,2,8,12,11,8,6,14,3,5,5,5,6,5,8,12,1,10,6,11,11,8,14,13,8,10,2,2,5,8,13,6,14,8,14,5,5,6,6,10,1,12,8,12,8,11,11
"70",4,17,4,18,7,12,12,17,15,17,7,10,12,22,22,17,4,22,3,15,18,10,19,18,17,17,19,19,1,10,18,10,10,7,11,17,4,15,17,4,12,22,15,11,7,17,18,15,22,1,4,4,4,8,15,10,4,11,3,7,4,18,17,17,4,18,4,10,18,18,4,15,4,12,7,3,8,15,4,12,10,10,10,15,10,12,17,22,3,11,3,3,8,4,17,8,1,4,4,15,8,17,15,4,12,17,10,10,11,15,1,22,17,8,8,11,4,3
"71",9,3,12,7,11,11,11,3,2,3,9,5,11,4,4,3,9,4,11,2,7,5,4,7,3,3,4,12,1,5,7,12,5,9,9,3,12,2,3,12,4,4,9,12,11,3,7,4,4,1,12,12,7,12,9,5,9,9,11,11,9,7,3,3,12,7,12,5,7,7,12,4,9,4,11,8,11,4,12,5,5,5,5,4,5,5,11,4,11,9,11,8,11,12,3,11,1,9,9,2,11,3,2,12,5,3,5,5,4,2,1,4,3,11,11,12,8,5
"72",12,2,12,16,4,5,5,2,2,2,14,7,5,4,4,2,12,4,5,2,16,7,5,16,2,10,5,5,6,7,16,7,10,2,6,2,12,2,2,12,18,4,6,6,4,2,16,18,4,6,12,12,12,14,17,7,12,6,4,4,12,16,2,2,12,16,12,7,2,16,12,17,12,5,10,13,14,17,12,5,7,7,7,17,7,14,10,4,4,6,4,13,14,12,2,14,6,12,12,2,14,2,2,12,14,2,7,7,17,2,6,4,10,14,10,6,12,4
"73",6,1,13,2,15,15,15,1,8,1,2,11,15,5,5,1,6,5,15,8,2,11,9,2,1,1,9,9,15,11,2,11,11,2,10,1,13,8,1,13,10,5,10,13,15,1,2,10,5,15,13,6,2,11,4,11,6,6,10,15,2,2,1,1,13,2,6,11,8,2,13,4,6,9,15,14,10,4,13,9,11,11,11,4,11,9,1,5,5,8,5,14,10,13,1,10,15,6,6,8,10,1,8,13,9,13,11,11,10,8,15,5,1,10,1,10,14,5
"74",7,4,7,2,6,9,9,4,6,4,6,5,9,8,8,4,7,8,9,6,2,5,2,2,4,4,2,2,3,5,2,5,5,6,3,4,7,6,4,7,8,8,3,3,6,4,2,3,8,3,7,7,7,1,7,5,7,3,6,6,7,2,4,4,7,1,7,5,2,2,7,7,7,8,6,9,1,7,7,9,5,5,5,7,5,8,4,8,9,3,9,9,1,7,4,1,3,7,7,5,1,4,6,7,5,4,5,5,1,6,3,8,4,1,1,1,7,9
"75",13,3,7,6,8,13,13,3,3,3,4,1,13,12,12,3,13,12,8,1,6,1,13,6,3,8,13,7,13,1,6,7,8,4,9,3,7,1,3,7,2,12,2,9,8,3,6,2,12,9,7,7,6,9,6,1,13,3,8,8,4,6,3,3,7,6,7,1,1,6,7,2,13,13,8,2,9,2,7,13,1,1,1,2,1,13,8,12,8,1,13,2,9,7,3,9,13,13,13,1,9,3,1,7,1,3,1,1,9,1,13,12,8,9,8,9,2,12
"76",9,3,10,2,8,8,8,3,14,3,2,4,8,17,17,3,9,17,16,14,2,4,5,2,3,3,5,5,1,4,2,4,4,2,7,3,10,14,3,10,17,17,7,7,8,3,2,7,17,1,10,9,2,15,7,4,9,7,16,8,2,2,3,3,10,15,9,4,14,2,10,7,9,17,8,17,15,7,10,8,4,4,4,7,4,17,3,17,16,14,17,16,15,10,3,15,1,9,9,14,15,3,14,10,4,10,4,4,7,14,1,17,3,15,15,15,9,16
"77",12,7,13,1,14,8,8,7,7,7,12,1,8,9,9,7,12,9,8,6,1,1,10,1,7,11,10,10,6,1,1,13,11,12,6,7,13,6,7,13,10,9,6,13,14,7,7,5,9,6,13,5,7,17,6,1,12,7,14,14,12,1,7,7,13,1,12,1,1,1,13,4,12,10,11,8,17,4,13,8,1,1,1,4,1,1,11,9,14,6,8,8,17,13,7,17,6,12,12,7,17,7,6,13,1,7,1,1,4,6,6,9,11,17,11,17,8,14
"78",13,4,12,6,8,1,1,4,3,4,6,5,1,11,11,4,13,11,1,3,6,5,2,6,4,4,2,2,10,5,6,5,5,6,14,4,12,3,4,12,7,11,10,14,8,4,6,7,11,14,12,7,6,12,14,5,13,14,8,8,6,6,4,4,12,12,13,5,3,6,12,10,13,2,8,1,12,10,12,2,5,5,5,10,5,2,4,11,8,14,1,1,12,12,4,12,10,13,13,3,12,4,3,12,2,4,5,5,14,3,10,11,4,12,4,12,1,8
"79",15,9,16,2,12,10,10,9,13,9,2,3,10,10,5,9,15,10,10,13,2,3,15,2,9,9,15,15,12,3,2,3,3,2,11,9,16,13,9,16,11,11,11,16,12,9,2,11,5,12,16,15,2,3,11,3,15,9,11,12,2,2,9,9,16,2,15,3,13,2,16,11,15,11,12,5,11,11,16,10,3,3,3,11,3,16,3,10,12,13,10,5,11,16,9,11,12,15,15,13,11,9,13,16,3,9,3,3,11,13,12,10,3,11,3,11,5,5
"80",1,1,11,10,2,12,12,1,14,1,6,4,12,8,8,1,1,8,12,14,10,4,11,10,1,2,11,11,15,4,10,4,2,6,3,1,11,14,1,11,15,8,15,3,2,1,10,15,8,3,11,1,1,17,10,4,1,1,2,2,6,10,1,1,11,17,11,4,14,10,11,10,1,12,2,9,17,10,11,12,4,4,4,10,4,12,2,8,8,3,8,9,17,11,1,17,15,1,1,14,17,1,14,11,12,11,4,4,3,14,15,8,2,17,2,3,1,8
"81",5,1,5,4,4,8,8,1,10,1,3,2,8,9,9,1,5,9,8,10,4,2,7,4,1,1,7,7,7,2,4,2,2,4,5,1,5,10,1,5,11,9,11,5,4,1,4,11,9,7,5,5,5,2,5,2,5,5,9,4,3,4,1,1,5,4,5,2,10,4,5,11,5,11,4,9,11,11,5,8,2,2,2,11,2,8,1,9,9,5,9,9,11,5,1,11,7,5,5,10,11,1,10,5,8,1,2,2,11,10,7,9,1,11,1,5,5,9
"82",3,6,9,5,7,12,12,6,11,6,7,2,12,12,12,6,3,12,12,11,5,2,8,5,6,6,8,8,11,2,5,9,2,7,13,6,9,11,6,9,12,12,11,13,7,6,5,1,12,13,9,9,5,10,1,2,3,13,12,7,7,5,6,6,9,5,3,2,5,5,9,1,3,12,7,2,10,1,9,12,2,2,2,1,2,12,6,12,12,13,12,2,10,9,6,10,11,3,3,11,10,6,11,9,2,9,2,2,1,11,11,12,6,10,10,13,2,12
"83",14,11,8,10,10,6,6,11,11,11,13,15,6,9,9,11,14,9,6,5,10,15,8,10,11,12,14,8,12,15,10,15,12,10,5,11,8,5,11,8,5,9,5,8,10,11,10,5,9,12,8,8,10,15,5,15,14,14,5,10,13,10,11,11,8,10,14,15,10,10,8,3,14,6,12,4,5,3,8,6,15,15,15,3,15,6,12,9,3,5,4,4,5,8,11,5,12,14,14,11,5,11,5,8,6,11,15,15,5,5,12,9,12,5,12,5,4,3
"84",12,13,8,13,3,1,1,13,11,13,11,9,1,9,9,13,12,9,1,11,13,9,12,13,13,3,12,12,2,9,13,9,3,11,8,13,8,11,13,8,7,7,11,8,3,13,13,7,7,2,8,12,13,5,8,9,12,12,3,3,11,13,13,13,8,5,12,9,13,13,8,7,12,7,3,6,5,7,8,1,9,9,9,7,9,7,3,9,1,11,1,6,5,8,13,5,2,12,12,11,5,13,11,8,7,13,9,9,5,11,2,9,3,5,3,8,6,1
"85",5,2,7,7,11,11,11,2,2,2,5,3,11,1,1,2,5,1,11,5,7,3,9,7,2,2,9,9,8,3,7,3,3,5,5,2,7,5,2,7,4,4,5,7,11,2,2,10,10,8,7,10,7,12,5,3,5,5,11,11,7,7,2,2,7,7,7,3,2,7,7,10,5,10,11,6,12,10,7,11,3,3,3,10,3,10,3,1,11,5,11,6,12,7,2,12,8,5,5,2,12,2,5,7,10,2,3,3,12,5,8,1,3,12,12,12,6,11
"86",10,17,16,15,2,1,1,17,17,17,7,4,1,11,11,17,10,11,1,17,15,4,8,15,17,4,8,8,7,4,15,4,4,7,7,17,16,17,17,16,13,13,7,7,2,17,15,13,8,7,16,13,15,16,15,4,10,7,2,2,15,15,17,17,16,16,10,4,17,15,16,8,10,8,2,18,16,8,16,1,4,4,4,8,4,8,4,11,2,7,18,9,16,16,17,16,7,10,10,17,16,17,17,16,8,17,4,4,8,17,7,11,4,16,4,16,18,2
"87",6,11,8,7,7,13,13,11,11,11,6,10,13,3,3,11,6,3,5,14,7,10,2,7,11,9,2,2,1,10,7,8,9,7,14,11,8,14,11,8,3,3,6,14,7,11,7,3,3,1,8,5,7,9,14,10,6,11,9,7,6,7,11,11,8,7,6,10,7,7,8,3,6,3,7,12,9,3,8,13,10,10,10,3,10,10,9,3,5,14,12,12,9,8,11,9,1,6,6,11,9,11,14,8,10,11,10,10,9,14,1,3,9,9,9,9,12,5
"88",16,10,1,11,3,15,15,10,2,10,11,5,15,13,9,10,16,13,15,2,11,5,1,11,10,10,16,1,7,5,11,5,5,11,12,10,1,2,10,1,7,7,7,12,3,10,11,16,4,7,1,16,11,5,4,5,16,12,3,3,11,11,10,10,1,11,16,5,2,11,1,4,16,15,3,13,3,4,1,15,5,5,5,4,5,15,3,13,9,12,13,6,3,1,10,3,7,16,16,2,3,10,2,1,15,10,5,5,4,2,7,13,10,3,3,12,13,9
"89",6,3,7,2,8,1,1,3,3,3,8,9,1,11,11,3,6,11,1,11,2,9,10,2,3,3,10,10,13,9,2,7,9,8,12,3,7,11,3,7,4,4,12,12,8,3,2,4,4,13,7,3,2,1,12,9,6,12,11,8,8,2,3,3,7,2,6,9,2,2,7,12,6,4,8,9,1,12,7,4,9,9,9,12,9,4,9,11,8,12,11,9,1,7,3,1,13,6,6,3,1,3,11,7,4,3,9,9,12,11,13,11,9,1,1,12,9,4
"90",3,1,5,4,5,2,2,1,4,1,4,3,2,3,3,1,3,3,2,4,4,3,2,4,1,1,2,2,6,3,4,5,1,4,6,1,5,4,1,5,6,3,6,5,5,1,4,6,2,6,5,5,4,5,4,3,3,1,6,5,4,4,1,1,5,4,5,3,4,4,5,6,3,2,1,2,6,6,5,2,3,3,3,6,3,2,1,3,2,3,2,2,6,5,1,6,6,3,3,4,6,1,4,5,2,1,3,3,6,4,6,3,1,6,1,6,3,2
"91",13,14,5,12,10,4,4,14,14,14,2,12,4,8,12,14,13,8,7,12,12,12,3,12,14,10,3,3,6,12,12,5,10,12,7,14,5,12,14,5,7,7,7,5,10,14,14,7,7,6,5,13,14,5,12,12,13,14,7,10,2,12,14,14,5,12,13,12,12,12,5,7,13,7,10,8,7,7,5,4,12,12,12,7,12,2,10,8,7,12,8,8,7,5,14,7,6,13,13,12,7,14,12,5,2,14,12,12,7,12,6,8,10,7,10,7,8,7
"92",1,5,1,1,5,6,6,5,5,5,4,4,6,6,6,5,1,6,6,4,1,4,3,1,5,5,3,3,2,4,1,4,5,4,2,5,1,4,5,1,2,6,2,2,5,5,5,2,6,2,1,1,1,2,1,4,1,2,2,5,1,1,5,5,1,1,1,4,4,1,1,1,1,6,5,3,2,1,1,6,4,4,4,1,4,6,5,6,6,4,6,3,2,1,5,2,2,1,1,4,2,5,4,1,6,5,4,4,2,4,2,6,5,2,2,2,3,6
"93",14,1,14,15,17,3,3,1,13,1,5,8,3,3,16,1,14,3,3,13,15,8,12,15,1,1,12,12,12,8,15,8,8,5,10,1,14,13,1,14,16,16,13,10,17,1,1,16,2,12,14,14,14,15,13,8,14,10,3,17,14,15,1,1,14,15,14,8,13,15,14,13,14,16,17,4,15,13,14,2,8,8,8,13,8,2,8,3,17,10,3,4,15,14,1,15,12,14,14,13,15,1,13,14,2,1,8,8,10,13,12,3,8,15,15,10,4,16
"94",2,1,5,13,8,7,7,1,1,1,8,8,7,9,9,1,2,9,11,8,13,8,7,13,1,4,7,7,2,8,13,5,4,8,2,1,5,8,1,5,3,9,2,5,8,1,13,3,9,2,5,3,13,11,2,8,2,2,9,8,13,13,1,1,5,13,5,8,8,13,5,2,2,7,4,4,11,2,5,7,8,8,8,2,8,7,4,9,9,8,9,4,11,5,1,11,2,2,2,8,11,1,8,5,7,1,8,8,2,8,2,9,4,11,4,11,4,9
"95",14,5,6,6,18,12,12,5,5,5,8,2,12,12,2,5,14,12,18,2,6,2,12,6,5,7,14,12,6,2,6,2,7,8,6,5,6,2,5,6,12,12,8,6,18,5,5,12,12,6,6,11,6,17,6,2,14,14,18,18,6,6,5,5,6,6,14,2,2,6,6,12,14,12,7,13,17,12,6,12,2,2,2,12,2,12,7,12,18,2,12,13,17,6,5,17,6,14,14,2,17,5,2,6,2,5,2,2,17,2,6,12,7,17,7,6,13,18
"96",1,5,1,6,3,7,7,5,5,5,12,3,7,9,9,5,1,9,7,12,6,3,11,6,5,5,11,11,6,3,6,3,3,12,12,5,1,12,5,1,9,9,12,12,3,5,6,9,9,6,1,1,1,4,12,3,1,5,9,3,1,6,5,5,1,4,1,3,6,6,1,3,1,9,3,8,4,3,1,7,3,3,3,3,3,6,3,9,9,12,9,8,4,1,5,4,6,1,1,5,4,5,12,1,6,5,3,3,4,12,6,9,3,4,4,4,8,9
"97",4,8,4,6,7,9,9,8,5,8,5,3,9,2,1,8,4,2,9,5,6,3,3,6,8,7,3,3,5,3,6,3,7,5,5,8,4,5,8,4,1,1,5,5,7,8,6,1,2,5,4,4,4,3,5,3,4,5,7,7,4,6,8,8,4,6,4,3,6,6,4,2,4,1,7,9,8,2,4,9,3,3,3,2,3,2,7,2,1,5,9,9,8,4,8,8,5,4,4,3,8,8,5,4,2,8,3,3,2,5,5,2,7,8,7,5,4,1
"98",1,10,13,2,5,4,4,10,10,10,6,8,4,12,12,10,1,12,5,10,2,8,9,2,10,3,9,9,7,8,2,8,3,6,6,10,13,10,10,13,13,13,6,6,5,10,2,1,4,7,13,1,1,8,6,8,1,1,5,5,1,2,10,10,13,2,1,8,10,2,13,6,1,4,3,14,2,6,13,4,8,8,8,6,8,4,3,12,5,8,14,14,2,13,10,2,7,1,1,10,2,10,10,13,4,13,8,8,6,10,7,12,3,2,3,6,14,5
"99",7,14,10,7,18,6,6,14,11,14,19,16,6,17,17,14,7,17,6,11,7,16,2,7,14,5,2,2,12,16,7,16,5,19,1,14,10,11,14,10,1,17,1,10,18,14,14,1,17,12,10,14,7,5,1,16,7,14,17,18,7,7,14,14,10,5,10,16,11,7,10,1,7,1,18,18,5,1,10,4,16,16,16,1,16,4,5,17,17,11,17,18,5,10,14,5,12,7,7,11,5,14,11,10,4,14,16,16,1,11,12,17,5,5,5,5,18,17
"100",2,3,11,6,5,7,7,3,13,3,5,14,7,15,15,3,2,15,7,13,6,14,2,6,3,1,2,2,3,14,6,14,1,5,12,3,11,13,3,11,12,15,12,11,5,3,6,12,15,3,11,9,6,14,6,14,2,2,12,5,5,6,3,3,11,6,2,14,13,6,11,6,2,15,1,10,12,6,11,7,14,14,14,6,14,15,1,15,5,13,7,10,12,11,3,12,3,2,2,13,12,3,13,11,15,11,14,14,12,13,3,15,1,12,1,12,10,7
