"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83"
"80",4,3,5,2,1,5,2,2,5,2,2,4,5,7,2,4,4,2,2,7,4,4,4,6,1,2,2,1,2,4,4,1,7,1,6,6,5,5,3,3,5,5,1,5,6,7,3,7,2,3,3,1,3,4,7,3,1,2,1,7,4,5,5,5,5,5,6,5,2,5,3,5,6,7,6,3,1,1,7,3,1,1,7
"81",9,10,9,4,14,11,9,4,11,14,4,14,11,10,9,9,9,4,9,13,9,13,13,12,14,9,9,12,9,13,11,12,10,14,12,9,7,11,2,10,7,11,14,10,12,3,13,3,9,13,2,14,13,13,3,13,14,11,12,10,13,11,7,7,11,11,7,11,4,9,12,11,12,10,12,2,12,11,10,2,1,1,3
"82",4,2,4,1,3,4,4,1,2,1,5,4,4,3,1,4,5,5,2,3,1,1,1,6,3,1,2,3,1,1,4,2,5,3,6,6,2,4,2,2,6,4,3,1,6,6,6,6,1,3,2,3,3,1,6,3,3,4,3,5,1,4,2,2,4,4,2,4,5,4,5,4,6,5,6,2,3,4,6,2,6,6,6
"83",19,13,19,17,16,9,19,17,9,2,11,2,9,1,19,19,19,11,19,8,19,8,3,10,2,19,19,16,19,3,3,6,1,2,10,19,9,9,18,13,10,9,2,9,3,8,10,8,19,3,18,16,3,3,18,3,16,9,16,1,10,9,9,9,9,9,10,9,11,19,5,9,10,5,1,14,16,16,1,14,4,4,8
"84",5,4,5,4,2,7,4,4,7,6,6,2,7,6,6,5,5,2,4,1,6,6,1,7,2,4,4,2,4,1,1,1,6,2,7,4,7,7,5,4,7,7,2,1,1,3,1,3,4,1,5,2,1,1,1,1,2,4,2,6,1,7,7,7,7,7,7,7,6,5,5,7,7,6,2,2,2,2,6,2,1,1,3
"85",11,3,11,4,9,10,11,4,10,7,2,7,10,7,11,11,11,2,11,7,11,12,12,1,7,9,11,9,9,12,10,9,2,7,1,1,6,10,6,3,6,10,7,1,1,3,1,3,9,12,2,9,12,12,4,12,9,10,9,2,1,10,6,6,10,10,6,10,2,11,1,10,1,2,1,6,9,10,2,9,8,8,3
"86",9,9,11,5,10,6,5,5,1,3,11,9,6,4,9,9,9,11,5,7,9,2,7,11,3,10,9,10,10,7,7,10,4,3,11,11,1,6,2,4,3,6,10,6,4,2,1,2,10,7,4,10,7,7,8,7,10,6,10,4,9,6,1,1,6,6,3,1,4,11,11,6,11,4,4,1,10,6,4,1,1,1,2
"87",3,2,3,4,4,3,8,4,5,5,6,5,3,1,8,8,8,6,8,1,8,1,7,6,5,8,8,4,8,7,7,6,2,5,6,6,5,3,2,2,5,3,4,1,7,2,1,2,8,1,2,4,7,7,1,7,4,3,4,2,8,3,5,5,3,3,2,3,6,3,6,3,6,2,6,4,6,4,2,4,3,3,2
"88",6,6,4,6,2,4,6,6,5,6,4,2,4,2,6,6,6,4,6,2,6,6,1,1,2,2,6,2,2,1,4,1,6,2,1,2,5,4,3,6,3,4,2,3,1,3,3,3,2,3,6,2,5,1,3,5,2,4,1,6,1,4,5,5,4,4,3,5,4,6,3,4,1,3,1,5,1,4,3,5,4,4,3
"89",5,5,4,4,1,6,4,4,3,4,4,4,6,2,4,4,5,4,2,2,6,6,6,5,4,1,4,1,1,6,6,1,5,4,5,5,3,6,2,5,5,6,1,2,5,3,6,3,1,6,5,1,6,6,3,6,1,1,1,5,6,6,3,3,6,6,2,3,4,5,5,6,5,5,5,2,1,1,5,2,3,3,3
"90",6,3,6,5,3,1,5,5,1,5,5,5,1,2,5,6,6,5,3,2,6,4,4,3,5,1,3,3,1,4,1,1,2,5,2,1,6,1,2,2,6,1,3,4,2,2,4,2,1,4,2,3,4,4,4,4,3,1,3,2,4,1,6,6,1,1,3,6,2,6,6,1,3,2,3,2,3,1,2,3,4,4,2
"91",4,6,4,1,3,3,1,1,3,1,4,4,4,1,4,4,4,4,1,5,2,2,2,6,1,2,1,3,6,2,2,3,6,1,5,6,5,3,5,6,5,3,1,6,6,5,2,5,6,2,4,3,2,2,6,2,3,3,3,6,2,3,5,5,3,3,5,4,4,4,4,3,6,5,6,5,3,3,6,3,2,2,5
"92",1,6,1,1,4,3,1,1,3,6,6,6,3,5,1,1,1,6,1,2,1,2,2,4,5,1,1,4,1,2,3,6,6,6,4,1,5,3,2,6,5,3,5,5,6,2,2,2,1,2,6,4,2,2,2,5,4,3,4,6,1,3,5,5,3,3,4,3,6,1,2,3,4,6,4,5,4,3,6,5,3,3,2
"93",4,2,3,1,1,5,4,1,5,1,3,1,5,1,4,4,4,3,4,1,4,4,5,3,1,4,4,1,4,5,5,1,3,1,3,3,2,5,2,3,2,5,1,2,3,2,5,2,4,5,3,1,5,5,5,5,1,5,1,3,4,5,2,2,5,5,2,5,3,3,3,5,3,3,3,2,1,5,3,1,2,2,2
"94",3,7,3,2,8,5,3,2,5,2,1,9,5,6,3,3,3,1,3,6,3,11,11,8,9,8,3,4,3,8,5,4,7,9,10,3,5,5,10,7,5,5,6,6,8,10,8,10,3,11,7,8,11,8,11,11,8,5,4,7,8,5,5,5,5,5,10,5,1,3,2,5,8,2,4,10,8,5,7,8,9,9,10
"95",5,1,7,6,3,7,6,6,5,3,2,6,7,1,6,6,6,2,6,1,5,3,4,8,3,6,6,2,6,4,4,2,1,3,8,7,5,7,8,1,8,7,3,4,4,8,5,8,6,4,1,3,4,4,4,4,3,7,2,1,5,7,5,5,7,7,8,7,2,7,2,7,8,1,2,5,8,7,1,3,7,7,8
"96",8,4,8,5,1,3,8,5,3,5,5,1,3,1,8,8,8,1,4,1,8,6,6,5,1,2,4,2,2,4,4,6,5,1,7,2,3,3,7,4,3,3,1,3,5,7,6,7,2,4,7,1,4,4,4,4,1,2,6,5,2,3,3,3,3,3,7,3,5,8,5,3,5,5,5,3,5,3,7,3,2,2,7
"97",2,13,2,12,8,6,2,12,4,5,9,5,6,4,2,2,2,5,2,4,2,14,14,7,5,15,2,8,15,14,6,8,9,5,1,7,4,6,9,13,5,6,8,15,7,10,14,10,15,14,9,8,14,14,12,14,8,15,8,9,14,6,4,4,6,6,1,4,9,2,9,6,7,5,7,4,8,8,1,4,10,10,10
"98",7,1,7,2,4,7,2,2,6,2,9,6,7,1,2,7,7,9,2,1,7,8,8,9,2,4,2,4,6,8,8,9,1,4,9,2,6,7,3,1,9,7,4,5,8,1,8,1,6,8,3,4,8,8,8,8,4,6,4,1,6,7,6,6,7,7,6,7,9,7,9,7,9,9,9,3,9,4,1,3,2,2,1
"99",5,2,5,2,4,1,5,2,1,2,3,2,1,6,5,5,5,3,5,6,5,6,1,4,2,5,5,4,5,1,1,4,6,2,4,5,1,1,3,2,4,1,2,1,4,6,6,6,5,6,3,4,1,1,6,6,4,1,4,6,5,1,1,1,1,1,4,1,3,5,3,1,4,6,4,3,4,4,4,3,3,3,6
"100",4,6,8,7,6,1,5,7,1,3,4,3,8,3,5,5,4,3,5,2,5,2,2,6,3,5,5,6,5,1,1,6,4,3,7,3,1,1,8,6,1,1,3,7,6,2,2,2,5,2,8,6,2,1,2,2,6,5,6,4,5,1,1,1,1,1,6,1,4,8,4,1,6,4,6,8,6,6,7,8,8,8,2
