"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257"
"25",16,3,10,10,5,16,10,18,9,12,19,11,12,2,9,2,12,18,18,9,9,5,12,12,18,16,10,12,3,18,12,16,18,5,18,15,16,10,9,12,19,12,12,12,12,9,12,16,12,12,12,12,12,16,10,18,2,16,19,2,10,9,18,10,16,18,10,9,5,10,18,9,18,5,5,16,9,18,8,3,5,9,16,2,15,19,8,8,10,12,12,3,18,10,16,12,6,16,11,12,5,16,16,12,3,10,8,16,19,2,5,6,19,12,5,15,10,16,19,10,5,10,10,8,3,18,18,10,18,18,3,9,8,11,12,2,16,19,8,12,18,10,16,19,2,12,18,16,10,19,18,16,2,12,16,16,5,5,16,10,19,10,18,11,3,3,15,12,10,12,15,16,19,18,10,19,9,9,5,18,12,16,18,5,18,18,18,18,3,3,18,5,12,11,12,11,15,18,10,2,10,3,3,12,12,18,18,16,2,10,1,10,10,2,11,10,16,8,14,5,6,18,16,10,10,18,12,19,16,16,16,16,3,14,18,11,7,12,12,18,10,12,12,18,9,15,18,10,12,18,16,9,18,10,2,12,16
"26",1,3,9,9,12,2,9,4,11,11,12,6,11,12,6,12,11,4,4,12,12,10,11,11,4,2,9,11,3,4,11,1,4,10,4,12,2,9,12,11,12,11,11,11,11,12,11,1,11,11,11,11,11,2,9,4,12,1,12,12,9,6,4,9,1,4,9,6,12,9,4,1,4,10,2,1,1,4,11,3,2,1,1,12,8,12,1,1,9,11,8,3,4,3,1,11,3,1,6,8,10,1,1,8,3,9,1,1,12,12,10,11,12,11,10,8,9,2,12,9,10,9,9,1,3,4,4,9,4,4,10,10,10,6,11,12,2,12,1,8,4,9,1,12,12,11,4,1,9,12,4,1,12,11,1,1,9,5,1,9,12,9,4,12,3,3,8,11,9,11,11,2,12,4,9,12,1,11,2,4,11,1,4,10,4,4,4,4,3,3,4,2,11,12,8,12,8,4,9,12,9,3,3,11,11,4,4,2,12,9,2,9,9,12,12,9,1,1,5,10,11,4,1,9,9,4,11,12,1,1,1,1,3,5,4,9,2,11,11,4,9,11,11,4,12,8,4,9,11,4,1,11,4,9,12,11,1
"27",15,18,18,8,20,4,18,8,15,6,1,15,6,10,17,10,6,8,8,4,4,17,6,6,8,16,18,6,18,8,6,15,8,17,8,19,16,18,4,6,1,6,6,6,6,4,6,15,6,6,6,6,6,16,18,8,10,15,1,10,18,17,8,18,15,8,18,17,20,18,8,2,8,17,12,15,2,8,6,18,12,2,15,10,12,1,15,15,18,6,2,18,8,11,15,6,11,15,15,2,12,15,15,2,18,18,15,15,1,10,17,20,1,6,17,19,18,16,1,18,17,18,18,15,18,8,8,18,8,8,17,2,17,15,6,10,16,1,15,2,8,18,15,1,10,6,8,15,18,1,8,15,10,6,15,15,18,7,15,18,1,10,8,7,18,18,19,6,18,6,5,16,1,8,18,1,2,15,12,8,6,15,8,17,8,8,8,8,18,18,8,12,6,7,2,7,19,8,10,10,18,18,18,6,6,8,8,16,10,18,1,18,18,10,7,18,15,15,11,17,20,8,15,18,18,8,6,1,15,15,15,15,18,11,8,7,9,6,6,8,18,6,6,8,2,12,8,18,6,8,15,15,8,18,10,6,15
"28",13,9,14,15,15,7,14,15,1,3,17,9,3,10,6,10,3,15,15,12,12,17,3,3,15,7,14,3,9,15,3,13,15,17,15,12,7,14,12,3,17,3,3,3,3,12,3,13,3,3,3,3,3,7,14,15,10,13,17,10,14,6,15,14,13,15,14,6,15,14,15,1,15,17,17,13,1,15,3,9,17,1,13,10,12,17,13,13,14,3,1,9,15,16,13,3,10,13,9,1,17,13,13,1,9,14,13,13,17,10,17,10,17,3,17,12,14,7,17,14,17,14,14,13,9,15,15,14,15,15,9,1,17,9,3,10,7,17,13,1,15,14,13,17,10,3,15,13,14,17,15,13,10,3,13,13,14,9,13,14,17,14,15,12,9,9,12,3,14,3,3,7,17,15,14,17,1,1,17,15,3,13,15,17,15,15,15,15,9,9,15,17,3,12,1,12,12,15,14,10,14,9,9,3,3,15,15,7,10,14,17,14,14,10,12,14,13,13,2,17,10,15,13,14,14,15,3,17,13,13,13,13,9,2,15,12,4,3,3,15,14,3,3,15,1,12,15,14,3,15,13,1,15,14,10,3,13
"29",5,6,2,10,8,3,2,10,5,3,3,8,3,7,9,7,3,10,10,9,9,5,3,3,10,3,2,3,6,10,2,5,10,5,10,4,3,2,9,3,3,3,3,3,3,9,3,5,3,3,3,3,3,3,2,10,7,5,3,7,2,9,10,2,5,1,2,9,8,2,10,2,10,5,3,5,5,10,5,6,3,5,5,7,8,3,5,5,2,3,4,6,10,1,5,3,5,5,8,4,5,2,5,4,6,2,5,5,5,7,5,3,3,3,5,4,2,3,3,2,5,2,2,5,6,10,10,2,10,10,6,5,5,8,3,7,3,3,5,4,10,2,5,3,7,3,10,5,2,3,10,5,7,3,5,5,2,4,5,2,3,7,1,1,6,6,4,3,2,3,8,3,3,1,2,3,5,5,3,10,3,5,10,5,10,10,10,10,6,6,10,3,3,1,4,1,4,10,7,7,2,6,6,3,3,10,10,3,7,2,6,2,2,7,1,2,5,5,6,5,3,10,5,2,2,10,3,2,5,5,5,5,6,6,10,1,3,3,3,10,2,5,2,10,1,8,10,2,3,10,5,5,10,2,7,3,5
"30",16,27,28,28,14,18,28,26,5,22,4,1,22,19,28,19,22,26,26,18,18,8,22,22,26,13,3,22,27,26,3,16,26,8,26,19,13,3,18,22,4,22,22,22,22,18,22,16,22,22,22,22,22,13,3,26,19,16,4,19,28,28,26,28,16,6,3,28,14,3,26,14,26,8,6,16,14,26,2,27,6,14,16,19,18,4,2,2,28,22,6,27,26,29,16,22,23,16,1,6,8,3,16,6,27,28,2,16,4,19,8,14,4,22,8,19,28,13,4,28,8,28,28,2,27,26,26,3,26,26,8,14,8,1,22,19,13,4,2,6,26,3,16,4,19,22,26,16,3,4,26,16,19,22,16,16,3,2,16,3,4,28,6,10,27,27,19,22,3,22,23,13,4,6,3,4,14,5,6,26,22,16,26,8,26,26,26,26,27,27,26,6,22,10,6,10,19,26,19,19,3,27,27,22,22,26,26,13,19,3,8,28,28,19,10,3,16,2,24,8,14,26,16,28,28,26,22,4,16,16,16,16,27,24,26,28,5,22,22,26,28,16,3,26,14,18,26,3,22,26,16,5,26,28,19,22,16
"31",30,25,7,7,19,8,7,18,30,21,32,31,21,2,33,2,21,18,18,8,8,6,21,21,18,6,11,21,25,18,11,30,18,6,18,16,6,11,8,21,32,21,21,21,21,8,21,30,21,21,21,21,21,6,11,18,2,30,32,2,7,33,18,7,30,12,11,33,19,11,18,29,18,6,20,30,29,18,21,25,20,29,30,2,9,32,30,30,7,21,7,25,18,18,30,21,2,30,31,7,20,11,30,7,25,7,30,30,32,2,6,13,32,21,6,16,7,6,32,7,6,7,7,30,25,18,18,11,18,18,25,29,6,31,21,2,6,32,30,7,18,11,30,32,2,21,18,30,11,32,18,30,2,21,30,30,11,15,30,11,32,7,12,11,25,25,16,21,11,21,21,6,32,12,11,32,29,30,20,18,21,30,18,6,18,18,18,18,25,25,18,20,21,11,7,11,16,18,11,2,11,25,25,21,21,18,18,6,2,11,20,7,7,2,11,11,30,30,19,6,13,18,30,7,7,18,21,32,30,30,30,30,25,19,18,7,29,21,21,18,7,21,11,18,29,9,18,11,21,18,30,30,18,7,2,21,30
"32",4,6,3,3,4,5,3,7,2,5,2,8,5,8,6,8,5,7,7,8,8,1,5,5,7,5,3,5,6,7,5,4,7,1,7,8,5,3,8,5,2,5,5,5,5,8,5,4,5,5,5,5,5,5,3,7,8,4,2,8,3,6,7,3,4,7,3,6,4,3,7,8,7,1,2,4,8,7,5,6,2,8,4,8,1,2,4,4,3,5,8,6,7,1,4,5,5,4,8,8,1,4,4,8,6,3,4,4,2,8,1,5,2,5,1,3,3,5,2,3,1,3,3,4,6,7,7,3,7,7,1,1,1,8,5,8,5,2,4,8,7,3,4,2,8,5,7,4,3,2,7,4,8,5,4,4,3,3,4,3,2,8,7,8,6,6,3,5,3,5,5,5,2,7,3,2,8,2,2,7,5,4,7,1,7,7,7,7,6,6,7,2,5,8,8,8,3,7,3,8,3,6,6,5,5,7,7,5,8,3,2,3,3,8,8,3,4,4,3,1,5,7,4,3,3,7,5,2,4,4,4,4,6,3,7,8,4,5,5,7,3,5,5,7,8,1,7,3,5,7,4,2,7,3,8,5,4
"33",9,3,4,4,21,7,4,25,9,14,24,3,14,18,27,18,14,25,25,7,7,7,14,14,25,26,4,14,3,25,14,9,25,7,25,18,26,4,7,14,24,14,14,14,14,7,14,9,14,14,14,14,14,26,4,25,18,9,24,18,4,27,25,4,9,25,4,27,21,4,25,12,25,7,3,9,12,25,15,3,3,12,9,18,8,24,15,15,4,14,23,3,25,28,9,14,14,9,3,23,7,9,9,23,3,4,15,9,24,18,7,2,24,14,7,3,4,26,24,4,7,4,4,15,3,25,25,4,25,25,7,12,7,3,14,18,26,24,15,23,25,4,9,24,18,14,25,9,4,24,25,9,18,14,9,9,4,12,9,4,24,4,25,18,3,3,3,14,4,14,8,26,24,25,4,24,12,9,3,25,14,9,25,7,25,25,25,25,3,3,25,3,14,18,23,18,3,25,18,18,4,3,3,14,14,25,25,26,18,4,26,4,4,18,18,4,9,15,6,7,2,25,9,4,4,25,14,24,9,9,9,9,3,6,25,4,19,14,14,25,4,9,14,25,12,8,25,4,14,25,9,9,25,4,18,14,9
"34",4,17,21,21,8,23,21,19,4,20,27,16,20,18,21,18,20,19,19,23,23,1,20,20,19,15,26,20,17,19,26,4,19,1,19,14,15,26,23,20,27,20,20,20,20,23,20,4,20,20,20,20,20,15,26,19,18,4,27,18,21,21,19,21,4,13,26,21,8,26,19,6,19,1,30,4,6,19,20,17,30,6,4,18,28,27,4,4,21,20,24,17,19,13,4,20,20,4,16,24,30,26,4,24,17,21,4,4,27,18,1,24,27,20,1,14,21,15,27,21,1,21,21,4,17,19,19,26,19,19,1,6,1,16,20,18,15,27,4,24,19,26,4,27,18,20,19,4,26,27,19,4,18,20,4,4,26,6,4,26,27,21,13,28,17,17,14,20,26,20,18,15,27,13,26,27,6,4,30,19,20,4,19,1,19,19,19,19,17,17,19,30,20,28,24,28,14,19,26,18,26,17,17,20,20,19,19,15,18,26,25,21,21,18,28,26,4,4,5,1,24,19,4,21,21,19,20,27,4,4,4,4,17,5,19,21,31,20,20,19,21,20,26,19,6,28,19,26,20,19,4,4,19,21,18,20,4
"35",6,3,7,13,4,12,7,13,1,4,4,2,4,7,7,7,4,13,13,12,12,8,4,4,13,11,7,4,3,13,4,6,13,8,13,10,11,7,12,4,4,4,4,4,4,12,4,6,4,4,4,4,4,11,7,13,7,6,4,7,7,7,13,7,6,13,7,7,4,7,13,9,13,8,2,6,9,13,10,3,2,9,6,7,9,4,10,10,7,4,9,3,13,5,6,4,3,6,2,9,2,6,6,9,3,7,10,6,6,7,8,9,4,4,8,4,7,11,4,7,8,7,7,10,3,13,13,7,13,13,8,8,8,2,4,7,11,4,10,9,13,7,6,4,7,4,13,6,7,4,13,6,7,4,6,6,7,13,6,7,4,7,13,10,3,3,4,4,7,4,12,11,4,13,7,4,9,1,2,13,4,6,13,8,13,13,13,13,3,3,13,2,4,10,9,10,4,13,7,7,7,3,3,4,4,13,13,11,7,7,5,7,7,7,10,7,6,10,9,8,9,13,6,7,7,13,4,4,6,6,6,6,3,9,13,10,6,4,4,13,7,6,4,13,9,9,13,7,4,13,6,1,13,7,7,4,6
"36",29,23,8,8,1,29,8,31,13,34,5,9,34,22,12,22,34,31,31,26,26,29,34,34,31,29,8,34,23,31,34,29,31,29,31,26,29,8,26,34,5,34,34,34,34,26,34,29,34,34,34,34,34,29,8,31,22,29,5,22,8,12,31,8,29,31,8,12,1,8,31,28,31,29,19,29,28,31,6,23,19,28,29,22,1,5,6,6,8,34,22,23,31,4,29,34,20,29,9,22,19,29,29,22,23,8,6,29,5,22,29,22,5,34,29,5,8,29,5,8,29,8,8,6,23,31,31,8,31,31,23,28,6,9,34,22,29,5,6,22,31,8,29,5,22,34,31,29,8,5,31,29,22,34,29,29,8,7,29,8,5,8,31,26,23,23,5,34,8,34,26,29,5,31,8,5,28,13,19,31,34,29,31,29,31,31,31,31,23,23,31,19,34,26,22,26,5,31,8,22,8,23,23,34,34,31,31,29,22,8,26,8,8,22,26,8,29,6,15,29,22,31,29,8,8,31,34,5,29,29,29,29,23,15,31,26,20,34,34,31,8,34,34,31,28,1,31,8,34,31,29,13,31,8,22,34,29
"37",10,3,2,6,9,7,2,6,10,7,4,4,7,2,9,2,7,6,6,11,11,11,7,7,6,7,2,7,3,6,7,10,6,11,6,2,7,2,11,7,4,7,7,7,7,11,7,10,7,7,7,7,7,7,2,6,2,10,4,2,2,9,6,2,10,6,2,9,9,2,6,2,6,11,10,10,2,6,3,3,10,10,10,2,9,4,3,3,2,7,9,3,6,10,10,7,4,10,4,9,11,10,10,9,3,2,3,10,4,2,11,4,4,7,11,9,2,7,4,2,11,2,2,3,3,6,6,2,6,6,11,11,11,4,7,2,7,4,3,9,6,2,10,4,2,7,6,10,2,4,6,10,2,7,10,10,2,8,10,2,4,2,6,2,3,3,9,7,2,7,8,7,4,6,2,4,2,10,10,6,7,10,6,11,6,6,6,6,3,3,6,10,7,2,9,2,9,6,2,2,2,3,3,7,7,6,6,7,2,2,8,2,2,2,2,2,10,3,11,11,4,6,10,2,2,6,7,4,10,10,10,10,3,11,6,2,5,7,7,6,2,10,7,6,2,9,6,2,7,6,10,10,6,2,2,7,10
"38",9,5,12,7,11,2,12,7,3,10,1,9,10,3,10,3,10,7,7,2,2,8,10,10,7,1,12,10,5,7,10,9,7,8,7,4,1,12,2,10,1,10,10,10,10,2,10,9,10,10,10,10,10,1,12,7,3,9,1,3,12,10,7,12,9,7,12,10,11,12,7,4,7,8,2,9,4,7,4,5,2,4,9,3,3,1,4,4,12,10,13,5,7,11,9,10,1,9,9,13,2,9,9,13,5,12,4,9,1,3,8,12,1,10,8,12,12,1,1,12,8,12,12,4,5,7,7,12,7,7,8,8,8,9,10,3,1,1,4,13,7,12,9,1,3,10,7,9,12,1,7,9,3,10,9,9,3,10,9,12,1,12,7,4,5,5,12,10,12,10,5,1,1,7,12,1,4,3,2,7,10,9,7,8,7,7,7,7,5,5,7,2,10,4,13,4,12,7,3,3,12,5,5,10,10,7,7,1,3,12,1,12,12,3,4,12,9,4,3,8,12,7,9,12,12,7,10,1,9,9,9,9,5,3,7,4,12,10,10,7,12,9,10,7,4,3,7,12,10,7,9,3,7,12,3,10,9
"39",3,12,9,9,15,14,9,1,6,4,16,5,4,15,9,15,4,1,1,14,14,3,4,4,1,5,11,4,12,1,11,3,1,3,1,14,5,11,14,4,16,4,4,4,4,14,4,3,4,4,4,4,4,5,11,1,15,3,16,15,9,9,1,9,3,13,11,9,15,11,1,15,1,3,11,3,15,1,4,12,11,15,3,15,10,16,3,3,9,4,11,12,1,9,3,4,9,3,5,11,11,11,3,11,12,9,3,3,16,15,3,12,16,4,3,14,9,5,16,9,3,9,9,3,12,1,1,11,1,1,12,15,3,5,4,15,5,16,3,11,1,11,3,16,15,4,1,3,11,16,1,3,15,4,3,3,11,16,3,11,16,9,13,10,12,12,14,4,11,4,4,5,16,13,11,16,15,6,11,1,4,3,1,3,1,1,1,1,12,12,1,11,4,10,11,10,14,1,11,15,11,12,12,4,4,1,1,5,15,11,16,9,9,15,10,11,3,3,11,3,12,1,3,9,9,1,4,16,3,3,3,3,12,11,1,9,11,4,4,1,9,4,11,1,10,10,1,11,4,1,3,6,1,9,15,4,3
"40",16,3,12,12,7,9,12,2,15,5,10,1,5,4,4,4,5,2,2,9,9,3,5,5,2,8,12,5,3,2,5,16,2,3,2,9,8,12,9,5,10,5,5,5,5,9,5,16,5,5,5,5,5,8,12,2,4,16,10,4,12,4,2,12,16,2,12,4,7,12,2,17,2,3,13,16,17,2,14,3,13,17,16,4,7,10,14,14,12,5,3,3,2,3,16,5,5,16,1,3,13,16,16,3,3,12,14,16,10,4,3,15,10,5,3,9,12,8,10,12,3,12,12,14,3,2,2,12,2,2,3,17,3,1,5,4,8,10,14,3,2,12,16,10,4,5,2,16,12,10,2,16,4,5,16,16,12,15,16,12,10,12,2,14,3,3,9,5,12,5,9,8,10,2,12,10,17,15,13,2,5,16,2,3,2,2,2,2,3,3,2,13,5,14,3,14,9,2,12,4,12,3,3,5,5,2,2,8,4,12,10,12,12,4,14,12,16,14,12,3,15,2,16,12,12,2,5,10,16,16,16,16,3,12,2,14,17,5,5,2,12,16,5,2,17,7,2,12,5,2,16,15,2,12,4,5,16
"41",7,9,15,18,16,7,15,18,7,25,16,20,25,23,25,23,25,18,18,7,7,14,25,25,18,5,15,25,9,18,25,7,18,14,18,10,5,15,7,25,16,25,25,25,25,7,25,7,25,25,25,25,25,5,15,18,23,7,16,23,15,25,18,15,7,21,15,25,16,15,18,6,18,14,6,7,6,18,12,9,6,6,7,23,1,16,12,12,15,25,14,9,18,10,7,25,16,7,20,14,6,7,7,14,9,15,12,7,16,23,14,9,16,25,14,10,15,5,16,15,14,15,15,12,9,18,18,15,18,18,9,6,14,20,25,23,5,16,12,14,18,15,7,16,23,25,18,7,15,16,18,7,23,25,7,7,15,21,7,15,16,15,21,1,9,9,10,25,15,25,22,5,16,21,15,16,6,7,6,18,25,7,18,14,18,18,18,18,9,9,18,6,25,1,14,1,10,18,15,23,15,9,9,25,25,18,18,5,23,15,22,15,15,23,1,15,7,12,22,14,9,18,7,15,15,18,25,16,7,7,7,7,9,22,18,1,15,25,25,18,15,7,25,18,6,1,18,15,25,18,7,7,18,15,23,25,7
"42",5,22,29,29,15,30,29,20,14,30,15,6,30,26,29,26,30,20,20,22,22,31,30,30,20,30,19,30,22,20,19,5,20,31,20,9,30,19,22,30,15,30,30,30,30,22,30,5,30,30,30,30,30,30,19,20,26,5,15,26,29,29,20,29,5,15,19,29,15,19,20,26,20,31,28,5,26,20,5,22,28,26,5,26,23,15,5,5,29,30,13,22,20,26,5,30,23,5,6,13,28,19,5,13,22,29,5,5,15,26,31,7,15,30,31,9,29,30,15,29,31,29,29,5,22,20,20,19,20,20,31,31,31,6,30,26,30,15,5,13,20,19,5,15,26,30,20,5,19,15,20,5,26,30,5,5,19,29,5,19,15,29,15,25,22,22,9,30,19,30,25,30,15,15,19,15,26,14,28,20,30,5,20,31,20,20,20,20,22,22,20,28,30,25,13,25,9,20,19,26,19,22,22,30,30,20,20,30,26,19,15,29,29,26,25,19,5,5,4,31,7,20,5,29,29,20,30,19,5,5,5,5,22,4,20,29,14,30,30,20,29,5,19,20,25,23,20,19,30,20,5,14,20,29,26,30,5
"43",4,11,1,1,1,9,1,8,4,7,2,5,7,1,6,1,7,8,8,9,9,11,7,7,8,2,1,7,11,8,7,4,8,11,8,5,2,1,9,7,2,7,7,7,7,9,7,4,7,7,7,7,7,2,1,8,1,4,2,1,1,6,8,1,4,8,1,6,1,1,8,1,8,11,5,4,1,8,7,11,5,4,4,1,12,2,4,4,1,7,5,11,8,1,4,7,11,4,5,5,11,4,4,5,11,1,4,4,2,1,11,4,2,7,11,2,1,2,2,1,11,1,1,4,11,8,8,1,8,8,11,11,11,5,7,1,2,2,4,5,8,1,4,2,1,7,8,4,1,2,8,4,1,7,4,4,1,7,4,1,2,1,8,5,11,11,2,7,1,7,3,2,2,8,1,2,1,4,5,8,7,4,8,11,8,8,8,8,11,11,8,5,7,5,5,5,2,8,1,1,1,11,11,7,7,8,8,2,1,1,9,1,1,1,5,1,4,4,1,11,4,8,4,1,1,8,7,2,4,4,4,4,11,1,8,1,11,7,7,8,1,7,7,8,5,12,8,1,7,8,4,4,8,1,1,7,4
"44",4,5,2,2,2,5,2,11,7,1,3,5,1,7,9,7,1,11,11,5,5,6,1,1,11,13,2,1,5,11,1,4,11,6,11,13,13,2,5,1,3,1,1,1,1,5,1,4,1,1,1,1,1,13,2,11,7,4,3,7,2,9,11,2,4,11,2,9,2,2,11,5,11,6,14,4,5,11,3,5,14,5,4,7,9,3,3,3,2,1,12,5,11,4,4,1,3,4,5,12,14,4,4,12,5,2,3,4,3,7,6,2,3,1,6,13,2,13,3,2,6,2,2,3,5,11,11,2,11,11,6,6,6,5,1,2,13,3,3,12,11,2,4,3,7,1,11,4,2,3,11,4,2,1,4,4,2,9,4,2,3,2,11,13,5,5,13,1,2,1,1,13,3,11,2,3,5,7,14,11,1,4,11,6,11,11,11,11,5,5,11,14,1,13,12,13,13,11,2,2,2,5,5,1,1,11,11,13,7,2,3,2,2,7,13,2,4,3,12,6,2,11,4,2,2,11,1,3,4,4,4,4,5,12,11,13,1,1,1,11,2,4,1,11,5,9,11,2,1,11,4,7,11,2,7,1,4
"45",6,6,1,2,5,3,1,2,6,5,3,5,5,1,1,1,5,2,2,3,3,3,5,5,2,3,1,5,6,2,5,6,2,3,2,4,3,1,3,5,3,5,5,5,5,3,5,6,5,5,5,5,5,3,1,2,1,6,3,1,1,1,2,1,6,2,1,1,5,1,2,6,2,3,2,6,6,2,5,6,2,6,6,1,4,3,6,6,1,5,4,6,2,5,6,5,3,6,5,4,3,6,6,4,6,1,6,6,3,1,3,4,3,5,3,4,1,3,3,1,3,1,1,6,6,2,2,1,2,2,3,3,3,5,5,1,3,3,6,4,2,1,6,3,1,5,2,6,1,3,2,6,1,5,6,6,1,1,6,1,3,1,2,4,6,6,4,5,1,5,5,3,3,2,1,3,6,6,2,2,5,6,2,3,2,2,2,2,6,6,2,2,5,4,4,4,4,2,1,1,1,6,6,5,5,2,2,3,1,1,3,1,1,1,4,1,6,6,3,3,4,2,6,1,1,2,5,3,6,6,6,6,6,3,2,4,1,5,5,2,1,5,5,2,4,4,2,1,5,2,6,6,2,1,1,5,6
"46",3,10,11,11,2,3,11,5,3,1,13,4,1,2,11,2,1,5,5,3,3,9,1,1,5,13,11,1,10,5,11,3,5,9,5,4,13,11,3,1,13,1,1,1,1,3,1,3,1,1,1,1,1,13,11,5,2,3,13,2,11,11,5,11,3,5,11,11,2,11,5,7,5,9,3,3,7,5,1,10,3,7,3,2,11,13,1,1,11,1,10,10,5,8,3,1,1,3,4,10,9,3,3,10,10,11,1,3,13,2,9,2,13,1,9,4,11,13,13,11,9,11,11,1,10,5,5,11,5,5,9,7,9,4,1,2,13,13,1,10,5,11,3,13,2,1,5,3,11,13,5,3,2,1,3,3,2,8,3,11,13,2,5,5,10,10,4,1,11,1,1,13,13,5,11,13,7,3,3,5,1,3,5,9,5,5,5,5,10,10,5,3,1,5,10,5,4,5,11,2,11,10,10,1,1,5,5,13,2,11,2,11,11,2,5,11,3,1,1,9,2,5,3,11,11,5,1,13,3,3,3,3,10,1,5,11,9,1,1,5,11,3,11,5,7,11,5,11,1,5,3,3,5,11,2,1,3
"47",2,6,9,9,18,20,9,5,3,6,19,15,6,7,16,7,6,5,5,20,20,11,6,6,5,17,15,6,6,5,15,2,5,11,5,8,17,15,20,6,19,6,6,6,6,20,6,2,6,6,6,6,6,17,15,5,7,2,19,7,9,16,5,9,2,11,15,16,18,15,5,4,5,11,2,2,4,5,6,6,2,4,2,7,10,19,2,2,9,6,12,6,5,8,2,6,16,2,9,12,11,15,2,12,6,9,2,2,19,7,11,17,19,6,11,8,9,17,19,9,11,9,9,2,6,5,5,15,5,5,11,4,11,9,6,7,17,19,2,12,5,15,2,19,7,6,5,2,15,19,5,2,7,6,2,2,15,16,2,15,19,9,11,14,6,6,8,6,15,6,11,17,19,11,15,19,4,3,2,5,6,2,5,11,5,5,5,5,6,6,5,2,6,14,12,14,8,5,7,7,15,6,6,6,6,5,5,17,7,15,13,9,9,7,14,15,2,2,7,11,17,5,2,9,9,5,6,19,2,2,2,2,6,7,5,9,18,6,6,5,9,6,15,5,4,10,5,15,6,5,2,3,5,9,7,6,2
"48",9,1,11,11,17,8,11,14,9,13,2,6,13,18,8,18,13,14,14,8,8,15,13,13,14,16,11,13,1,14,13,9,14,15,14,1,16,11,8,13,7,13,13,13,13,8,13,9,13,13,13,13,13,16,11,14,18,9,7,18,11,8,14,11,9,14,11,8,17,11,14,9,14,15,8,9,9,14,13,1,8,9,9,18,8,2,9,9,11,13,7,1,14,7,9,13,4,9,6,7,8,9,9,7,1,11,9,9,7,18,15,14,7,13,15,1,11,16,7,11,15,11,11,9,1,14,14,11,14,14,15,15,15,6,13,18,16,7,9,7,14,11,9,7,18,13,14,9,11,7,14,9,18,13,9,9,11,10,9,11,2,11,14,10,1,1,1,13,11,13,13,16,7,14,11,2,9,9,8,14,13,9,14,15,14,14,14,14,1,1,14,8,13,10,7,10,1,14,11,18,11,1,1,13,13,14,14,16,18,11,17,11,11,18,10,11,9,9,7,15,14,14,9,11,11,14,13,7,9,9,9,9,1,7,14,10,3,13,13,14,11,13,13,14,10,8,14,11,13,14,9,9,14,11,18,13,9
"49",8,13,11,11,16,18,11,6,2,15,22,1,15,17,17,17,15,6,6,18,18,4,15,15,6,18,11,15,13,6,15,8,6,4,6,12,18,11,18,15,22,15,15,15,15,18,15,8,15,15,15,15,15,18,11,6,17,8,22,17,11,17,6,11,8,6,11,17,16,11,6,13,6,4,3,8,13,6,10,13,3,13,8,17,1,22,10,10,11,15,19,13,6,20,8,15,9,8,1,19,3,8,8,19,13,11,10,8,22,17,4,18,22,15,4,12,11,18,22,11,4,11,11,10,13,6,6,11,6,6,4,4,4,1,15,17,18,22,10,19,6,11,8,22,17,15,6,8,11,22,6,8,17,15,8,8,11,8,8,11,22,17,6,6,13,13,12,15,11,15,14,18,22,6,11,22,13,2,3,6,15,8,6,4,6,6,6,6,13,13,6,3,15,6,19,6,12,6,11,17,11,13,13,15,15,6,6,18,17,11,9,11,11,17,6,11,8,10,21,4,18,6,8,11,11,6,15,22,8,8,8,8,13,21,6,11,7,15,15,6,11,8,15,6,13,1,6,11,15,6,8,2,6,11,17,15,8
