"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79"
"84",18,8,8,8,8,8,8,13,18,16,10,16,16,18,16,16,16,16,10,10,8,16,16,16,2,16,18,10,8,16,10,16,16,8,8,10,2,16,16,16,16,8,13,10,18,8,10,7,7,13,16,2,7,16,18,10,8,16,16,16,16,18,18,18,18,18,18,16,13,16,18,8,18,10,8,8,18,18,8
"85",8,11,11,11,11,11,11,12,8,14,8,14,14,12,14,14,14,14,14,8,11,14,14,14,9,14,8,11,11,14,8,14,14,11,11,8,9,14,14,14,14,11,12,8,8,11,8,10,10,12,14,4,10,14,8,8,11,14,14,14,14,8,8,8,8,8,8,14,12,14,8,11,8,8,11,11,8,8,8
"86",11,7,7,7,7,7,7,5,11,9,2,9,9,11,9,9,9,9,2,2,7,9,9,9,1,9,11,2,7,9,2,9,9,7,7,2,1,9,9,9,9,7,5,2,11,7,2,8,8,5,9,10,8,9,11,2,7,9,9,9,9,11,11,11,11,11,11,9,5,9,11,7,11,2,7,7,11,11,7
"87",17,10,10,10,10,10,10,1,17,4,1,4,4,17,4,4,4,4,4,1,10,4,4,4,3,4,17,10,10,4,1,4,4,10,10,1,3,4,4,4,4,10,1,1,17,10,1,8,8,1,4,12,8,4,17,1,10,4,4,4,4,17,17,17,17,17,17,4,1,4,1,10,17,1,10,10,17,17,10
"88",7,11,11,11,11,11,11,1,7,9,15,9,9,7,9,9,9,9,15,15,11,9,9,9,14,9,7,15,11,9,15,9,9,11,11,15,14,9,9,9,9,11,1,15,7,11,15,8,8,1,9,2,8,9,7,15,11,9,9,9,9,7,7,7,7,7,7,9,1,9,7,11,7,15,11,11,7,7,11
"89",6,9,9,9,9,9,9,13,6,12,17,12,12,6,12,12,12,12,17,17,9,12,12,12,2,12,6,17,9,12,17,12,12,9,9,17,2,12,12,12,12,9,13,17,6,9,17,5,5,13,12,10,5,12,6,17,9,12,12,12,12,6,6,6,6,6,6,12,13,12,6,9,6,17,9,9,6,6,9
"90",2,23,23,23,23,23,23,21,2,10,8,10,10,2,10,10,10,10,8,8,23,10,10,10,14,10,2,8,23,10,8,10,10,23,23,8,14,10,10,10,10,23,21,8,2,23,8,3,3,21,10,13,3,10,2,8,23,10,10,10,10,2,2,2,2,2,2,10,21,10,2,23,2,8,23,23,2,2,23
"91",4,7,7,7,7,7,7,11,4,8,11,8,8,4,8,8,8,8,8,11,7,8,8,8,6,8,4,7,7,8,11,8,8,7,7,11,6,8,8,8,8,7,11,11,4,7,11,5,5,11,8,5,5,8,4,11,7,8,8,8,8,4,4,4,4,4,4,8,11,8,11,7,4,11,7,7,4,4,7
"92",3,1,1,1,1,1,1,5,3,2,6,2,2,3,2,2,2,2,6,6,1,2,2,2,2,2,3,6,1,2,6,2,2,1,1,6,2,2,2,2,2,2,5,6,3,1,6,8,8,5,2,8,8,2,3,6,1,2,2,2,2,3,3,3,3,3,3,2,5,2,3,1,3,6,1,1,3,3,1
"93",10,3,3,3,3,3,3,15,10,16,14,16,16,10,16,16,16,16,14,14,3,16,16,16,5,16,10,14,3,16,14,16,16,3,3,14,5,16,16,16,16,3,15,14,10,3,14,2,2,15,16,1,2,16,10,14,3,16,16,16,16,10,10,10,10,10,10,16,15,16,10,3,10,14,3,3,10,10,3
"94",3,6,6,6,6,6,6,2,3,1,2,1,1,3,1,1,1,1,1,2,6,1,1,1,8,1,3,6,6,1,2,1,1,6,6,2,8,1,1,1,1,6,2,2,3,6,2,11,11,2,1,7,11,1,3,2,6,1,1,1,1,3,3,3,3,3,3,1,2,1,2,6,3,2,6,6,3,3,6
"95",19,5,5,5,5,5,5,11,19,10,11,10,10,19,10,10,10,10,10,11,5,10,10,10,16,10,19,5,5,10,11,10,10,5,5,11,16,10,10,10,10,5,11,11,19,5,11,7,7,11,10,18,7,10,19,11,5,10,10,10,10,19,19,19,19,19,19,10,11,10,11,5,19,11,5,5,19,19,5
"96",2,4,4,4,4,4,4,7,2,1,12,1,1,2,1,1,1,1,12,12,4,1,1,1,8,1,2,12,4,1,12,1,1,4,4,12,8,1,1,1,1,4,7,12,2,4,12,13,13,7,1,14,13,1,2,12,4,1,1,1,1,2,2,2,2,2,2,1,7,1,2,4,2,12,4,4,2,2,4
"97",6,1,1,1,1,1,1,5,6,4,5,4,4,6,4,4,4,4,4,5,1,4,4,4,6,4,6,1,1,4,5,4,4,1,1,5,6,4,4,4,4,1,5,5,6,1,5,3,3,5,4,3,3,4,6,5,1,4,4,4,4,6,6,6,6,6,6,4,5,4,5,1,6,5,1,1,6,6,1
"98",11,11,11,11,11,11,11,8,3,13,1,13,13,3,13,13,13,13,13,1,11,13,13,13,2,13,3,11,11,13,1,13,13,11,11,1,2,13,13,13,13,11,8,1,1,11,1,9,9,8,13,12,9,13,1,1,11,13,13,13,13,3,3,3,3,3,3,13,8,13,3,11,3,1,11,11,1,3,1
"99",16,14,14,14,14,14,14,15,16,1,13,1,1,16,1,1,1,1,1,13,14,1,1,1,20,1,16,13,14,1,13,1,1,14,14,13,20,1,1,1,1,14,15,13,16,14,13,4,4,15,1,13,4,1,16,13,14,1,1,1,1,16,16,16,16,16,16,1,15,1,16,14,16,13,14,14,16,16,14
"100",8,6,6,6,6,6,6,2,8,9,2,9,9,8,9,9,9,9,9,2,6,9,9,9,5,9,8,6,6,9,2,9,9,6,6,2,5,9,9,9,9,6,2,2,8,6,2,7,7,2,9,7,7,9,8,2,6,9,9,9,9,8,8,8,8,8,8,9,2,9,2,6,8,2,6,6,8,8,6
